,id,type,subtype,price,transactionType,zip,visualisationOption,cuisine_type,constructionYear,condition,heatingType,room_number,atticExists,basementExists,hasSwimmingPool,parking intérieur,parking extérieur,short_id,company_name,mètres carrés,commune
13584,8996273,house,house,411200,for sale,3110,xl,hyper equipped,2020.0,as new,gas,3.0,True,False,False,0.0,2.0,1935638,claeverviere immo,216,Rotselaar
13585,8099297,house,house,378900,for sale,2620,xl,hyper equipped,2020.0,as new,gas,3.0,True,False,False,1.0,2.0,1935638,claeverviere immo,189,Hemiksem
13586,7405453,house,house,434000,for sale,2220,xl,hyper equipped,2020.0,as new,gas,4.0,True,False,False,1.0,2.0,1935638,claeverviere immo,185,Heist-op-den-Berg
13587,7405477,house,house,426600,for sale,2220,xl,hyper equipped,2020.0,as new,gas,3.0,True,False,False,0.0,2.0,1935638,claeverviere immo,233,Heist-op-den-Berg
13589,8614937,house,house,446900,for sale,2811,xl,hyper equipped,2020.0,as new,gas,3.0,True,False,False,1.0,2.0,1935638,claeverviere immo,208,Hombeek
13590,8614952,house,house,440900,for sale,2811,xl,hyper equipped,2020.0,as new,gas,3.0,True,False,False,1.0,2.0,1935638,claeverviere immo,208,Hombeek
13591,8996262,house,house,498900,for sale,3110,xl,hyper equipped,2020.0,as new,gas,3.0,True,False,False,0.0,2.0,1935638,claeverviere immo,216,Rotselaar
13593,8500486,house,house,610300,for sale,3080,xl,hyper equipped,2020.0,as new,gas,4.0,False,False,False,0.0,2.0,1935638,claeverviere immo,198,Tervuren
13604,9030989,house,house,535000,for sale,1490,xl,installed,1900.0,good,fueloil,6.0,False,True,False,1.0,4.0,797577,gilmont immobilier,216,SART-MESSIRE-GUILLAUME
13606,9026468,house,apartment block,2750000,for sale,1050,xl,semi equipped,1901.0,good,gas,0.0,False,False,False,0.0,0.0,1955187,brussels sotheby’s international realty,550,Ixelles
13608,9027468,house,house,540000,for sale,9880,xl,installed,1990.0,as new,fueloil,3.0,False,False,False,0.0,3.0,2118760,landbergh,3,Aalter
13609,9026725,house,house,595000,for sale,8020,xl,installed,1991.0,good,gas,4.0,False,False,False,7.0,0.0,418241,meuleman &amp; loeters bvba,421,Oostkamp
13610,9030621,house,town house,269000,for sale,9340,xl,installed,1970.0,as new,gas,4.0,False,False,False,1.0,1.0,1558824,de ras immo,150,Lede
13612,9031277,house,house,578888,for sale,9810,xl,hyper equipped,1986.0,good,gas,4.0,False,True,False,1.0,3.0,3400620,vastgoed dejonghe,246,Nazareth
13616,9030623,house,house,259000,for sale,9420,xl,usa installed,1969.0,good,fueloil,2.0,True,True,False,1.0,3.0,1558824,de ras immo,160,Erpe-Mere%20Burst
13620,9037206,house,house,479000,for sale,2222,xl,installed,2012.0,as new,gas,4.0,True,False,False,0.0,4.0,254247,wijns vastgoed,239,Itegem
13621,8840529,house,house,15000,for sale,7090,xl,installed,1933.0,good,fueloil,2.0,False,True,False,1.0,2.0,3097188,trevi haute senne,115,HENRIPONT
13637,8970821,house,house,170000,for sale,8760,xl,installed,1920.0,to be done up,fueloil,2.0,False,True,False,1.0,0.0,2642760,vastgoed demeyer,125,Meulebeke
13642,8992708,house,house,189000,for sale,5555,xl,semi equipped,1936.0,good,fueloil,4.0,True,True,False,1.0,3.0,3019504,grandjean immobilier,300,Graide
13645,8944557,house,house,185000,for sale,9450,xl,semi equipped,1960.0,to renovate,gas,3.0,True,True,False,0.0,0.0,2138569,topo-immo bvba,145,Heldergem
13652,9021651,house,house,198000,for sale,9550,xl,semi equipped,1955.0,good,gas,3.0,True,True,False,1.0,2.0,1558824,de ras immo,160,Herzele
13662,9017533,house,house,245000,for sale,8000,xl,installed,1963.0,to be done up,gas,3.0,True,True,False,0.0,0.0,3286397,de smet &amp; poupeye kantoor assebroek,136,Brugge
13666,8500413,house,house,249000,for sale,9000,xl,installed,1950.0,good,gas,2.0,True,False,False,0.0,0.0,2475159,vastgoed poppe,150,Gand
13672,9010002,house,house,259000,for sale,9120,xl,installed,1939.0,good,gas,4.0,False,True,False,0.0,2.0,2025544,cornelis &amp; partners bvba,250,Beveren
13689,8927782,house,house,285000,for sale,1560,xl,semi equipped,1950.0,to be done up,gas,3.0,False,False,False,0.0,0.0,3018827,clintimmo,146,Hoeilaart
13690,8839762,house,house,285000,for sale,9400,xl,usa hyper equipped,1900.0,as new,gas,3.0,True,False,False,0.0,2.0,2138569,topo-immo bvba,263,Ninove
13698,8733029,house,house,298400,for sale,9600,xl,installed,2020.0,good,gas,3.0,False,False,False,0.0,2.0,1002634,immo beguin,180,Renaix
13707,9005727,house,apartment block,320000,for sale,1030,xl,installed,1900.0,to renovate,gas,5.0,False,False,False,0.0,0.0,3091677,js properties,215,Schaerbeek
13713,8310508,house,house,329000,for sale,1560,xl,semi equipped,1970.0,good,gas,3.0,True,False,False,1.0,0.0,3018827,clintimmo,165,Hoeilaart
13732,8876807,house,villa,375000,for sale,7850,xl,semi equipped,1957.0,to renovate,fueloil,3.0,True,True,False,1.0,1.0,3451859,bidd immobilier sprl,240,Enghien
13734,8270178,house,house,385000,for sale,7700,xl,installed,1991.0,good,gas,3.0,False,False,False,1.0,4.0,1214934,côté immo,220,Mouscron
13735,8730241,house,house,388000,for sale,2890,xl,installed,1972.0,as new,gas,3.0,False,False,False,0.0,0.0,1519577,berno real estate bv,108,Sint-Amands
13755,9016117,house,house,480000,for sale,9051,xl,installed,1967.0,good,fueloil,4.0,False,True,False,1.0,0.0,1739,agence rosseel,172,Sint-Denijs-Westrem
13757,8896878,house,house,450000,for sale,7181,xl,installed,1975.0,good,fueloil,3.0,False,True,False,0.0,6.0,586352,century 21 immo dewaele,120,FELUY
13758,9020540,house,villa,460000,for sale,3090,xl,semi equipped,1969.0,to renovate,gas,3.0,False,True,False,2.0,2.0,1768485,century 21 berthouts,160,JEZUS-EIK
13763,8996585,house,mansion,519000,for sale,8000,xl,installed,1900.0,as new,gas,5.0,True,True,False,0.0,0.0,3286397,de smet &amp; poupeye kantoor assebroek,260,Brugge
13766,8986209,house,villa,538500,for sale,9340,xl,installed,1982.0,good,electric,5.0,False,False,False,2.0,4.0,1279393,françois &amp; partners,330,Lede
13772,9021411,house,house,595000,for sale,8300,xl,installed,2003.0,as new,gas,4.0,False,False,False,2.0,1.0,2047719,knokke real estate,4,Knokke-Heist
13774,8982748,house,exceptional property,600000,for sale,7000,xl,semi equipped,1914.0,good,fueloil,5.0,True,True,False,0.0,8.0,1947507,the place to be agence immobilière,770,Mons
13775,8739975,house,castle,620000,for sale,9200,xl,installed,1855.0,to renovate,fueloil,5.0,False,True,False,3.0,4.0,1488124,1st quality vastgoed,603,Grembergen
13776,7734410,house,house,625000,for sale,8300,xl,usa hyper equipped,1999.0,as new,gas,3.0,False,False,False,2.0,1.0,546282,immo nano,154,Knokke-Heist
13777,9011160,house,villa,649000,for sale,8792,xl,installed,1956.0,good,fueloil,4.0,False,True,True,1.0,6.0,696853,immo roba,350,Waregem
13779,8771590,house,house,645000,for sale,1030,xl,installed,1885.0,to renovate,fueloil,5.0,True,True,False,1.0,1.0,2352,latour et petit vente,425,Schaerbeek
13795,8803579,house,apartment block,990000,for sale,1420,xl,installed,1999.0,as new,gas,8.0,False,False,False,0.0,0.0,3334389,nota consult,276,Braine-l'Alleud
13800,8754761,house,house,1100000,for sale,1150,xl,usa hyper equipped,2013.0,as new,gas,4.0,False,False,False,2.0,0.0,1584,sorimo  - bruxelles,320,Woluwe-Saint-Pierre
13801,8855498,house,house,1350000,for sale,1050,xl,usa hyper equipped,1900.0,just renovated,gas,5.0,False,True,False,1.0,0.0,2938005,james realty,385,Ixelles
13802,8796486,house,villa,1150000,for sale,1420,xl,hyper equipped,1991.0,as new,fueloil,7.0,False,False,True,2.0,4.0,2736153,immo style - immo lofts group brabant wallon,540,Braine-l'Alleud
13803,8945590,house,house,1385000,for sale,8300,xl,usa hyper equipped,2019.0,as new,gas,4.0,False,False,False,1.0,0.0,285802,cambier - de nil,188,Knokke-Heist
13804,8894349,house,manor house,1480000,for sale,8890,xl,installed,1920.0,good,gas,7.0,False,False,False,0.0,0.0,2687126,found &amp; baker,1040,Dadizele
13808,8562821,house,house,1650000,for sale,1180,xl,installed,1932.0,good,gas,4.0,False,False,False,1.0,1.0,1955187,brussels sotheby’s international realty,300,Uccle
13809,8940426,house,mansion,1650000,for sale,1040,xl,installed,1930.0,to renovate,fueloil,6.0,True,True,False,1.0,0.0,1614,victoire (vente),410,Etterbeek
13814,9018868,house,villa,2995000,for sale,8300,xl,usa hyper equipped,1974.0,as new,gas,5.0,False,True,False,1.0,4.0,11530,immo bis nv,203,Knokke-Heist
13816,9043524,house,house,825000,for sale,1200,xl,not installed,1921.0,to renovate,fueloil,6.0,False,False,False,0.0,0.0,145409,expertissimmo,305,Woluwe-Saint-Lambert
13828,8911750,house,house,457600,for sale,1640,xl,installed,2019.0,as new,gas,4.0,False,False,False,0.0,0.0,319596,durabrik bouwbedrijven nv,205,Sint-Genesius-Rode
13832,8911749,house,house,476400,for sale,1640,xl,installed,2019.0,as new,gas,4.0,False,False,False,0.0,0.0,319596,durabrik bouwbedrijven nv,199,Sint-Genesius-Rode
13834,9038688,house,villa,565000,for sale,9250,xl,installed,1972.0,good,fueloil,5.0,False,False,False,2.0,2.0,1255036,huysewinkel waasland,377,Waasmunster
13837,9027262,house,house,335000,for sale,2800,xl,installed,1803.0,just renovated,gas,3.0,False,True,False,0.0,0.0,87803,immo id,132,Malines
13838,9041711,house,house,429000,for sale,1790,xl,installed,1992.0,as new,electric,3.0,False,False,False,1.0,1.0,1560044,immo de bisschop,205,Teralfene
13839,9038689,house,villa,730000,for sale,9250,xl,installed,1987.0,as new,electric,4.0,False,False,False,2.0,0.0,1255036,huysewinkel waasland,390,Waasmunster
13841,9029020,house,house,270000,for sale,2220,xl,semi equipped,1964.0,to renovate,fueloil,3.0,False,False,False,1.0,3.0,2216813,dupont vastgoed,148,Heist-op-den-Berg
13847,9033890,house,house,1950000,for sale,1180,xl,installed,1987.0,good,gas,5.0,True,True,False,2.0,2.0,2443364,engel &amp; völkers fort jaco,450,Uccle
13849,9041623,house,house,319000,for sale,3130,xl,installed,1961.0,good,fueloil,4.0,False,False,False,3.0,5.0,2216813,dupont vastgoed,196,Begijnendijk
13850,9037623,house,bungalow,470000,for sale,1560,xl,installed,1973.0,good,fueloil,2.0,False,True,False,4.0,6.0,1768485,century 21 berthouts,156,Hoeilaart
13854,9021615,house,villa,365000,for sale,6031,xl,installed,1978.0,good,fueloil,4.0,False,False,True,4.0,12.0,2772808,myimmo célia,209,Charleroi%20Monceausur-Sambre
13862,8944380,house,house,139000,for sale,8530,xl,not installed,1954.0,to renovate,gas,2.0,False,False,False,1.0,4.0,2373640,m vastgoed,100,Harelbeke
13867,7370556,house,house,158000,for sale,7700,xl,semi equipped,1930.0,to renovate,gas,3.0,False,True,False,0.0,0.0,1214934,côté immo,135,Mouscron
13879,8997186,house,house,209000,for sale,7700,xl,semi equipped,1937.0,just renovated,gas,4.0,False,True,False,1.0,1.0,1214934,côté immo,120,Mouscron
13896,8911294,house,house,244000,for sale,3400,xl,hyper equipped,1962.0,just renovated,fueloil,4.0,True,False,False,0.0,1.0,2007912,db vastgoedprojects,150,Landen
13903,8967123,house,villa,250000,for sale,5332,xl,installed,1971.0,good,fueloil,4.0,False,True,False,1.0,0.0,915812,ad-immo,140,Crupet
13908,8540433,house,exceptional property,275000,for sale,6183,xl,semi equipped,1933.0,to renovate,fueloil,3.0,True,True,False,0.0,0.0,1786109,cappello immobilière,400,Trazegnies
13922,9003974,house,house,305000,for sale,1400,xl,usa installed,1935.0,good,gas,4.0,True,True,False,0.0,1.0,3649725,trior nivelles,240,Nivelles
13930,8980923,house,house,325000,for sale,1090,xl,semi equipped,1948.0,to renovate,gas,3.0,True,True,False,0.0,0.0,2475430,new deal properties,135,Jette
13931,8975035,house,house,325000,for sale,9600,xl,installed,2020.0,good,gas,3.0,False,False,False,0.0,0.0,1002634,immo beguin,150,Renaix
13942,8994581,house,house,350000,for sale,1420,xl,not installed,1973.0,as new,gas,3.0,False,True,False,1.0,3.0,851839,find immo,3,Braine-l'Alleud
13943,8938203,house,house,349500,for sale,3500,xl,hyper equipped,1966.0,good,fueloil,3.0,False,False,False,1.0,0.0,3587131,era nobis,202,Hasselt
13949,9021384,house,house,359000,for sale,9980,xl,installed,1979.0,good,gas,4.0,False,False,False,1.0,1.0,872433,immo willems-verselder nv,225,Sint-Laureins
13950,8978714,house,house,360000,for sale,7830,xl,installed,1978.0,as new,gas,4.0,True,True,False,2.0,2.0,441469,bureau yakimmo,200,Silly
13952,8766367,house,house,365000,for sale,8790,xl,installed,2012.0,as new,gas,3.0,True,False,False,1.0,2.0,2086309,hyboma,210,Waregem
13954,8926765,house,apartment block,375000,for sale,1470,xl,installed,1950.0,good,fueloil,6.0,False,True,False,0.0,0.0,1372165,century 21 maison blanche,250,Genappe
13955,8849509,house,house,379000,for sale,9120,xl,installed,1991.0,good,gas,3.0,False,False,False,1.0,0.0,2757306,charlotte immo,195,MELSELE
13970,8486052,house,house,430000,for sale,2860,xl,hyper equipped,1978.0,just renovated,gas,3.0,False,False,False,0.0,0.0,2118506,parimmo nv,189,Sint-Katelijne-Waver
13978,8777009,house,villa,535000,for sale,1325,xl,hyper equipped,1979.0,as new,fueloil,4.0,True,True,False,1.0,5.0,851839,find immo,4,Chaumont-Gistoux
13979,8476178,house,villa,495000,for sale,7971,xl,hyper equipped,1991.0,as new,fueloil,4.0,True,True,False,2.0,2.0,2708310,jorion desmet immobilier,386,Beloeil%20Bas%C3%A8cles
13986,8940995,house,town house,590000,for sale,1170,xl,installed,1967.0,to be done up,gas,4.0,True,True,False,1.0,1.0,1555,immo ferco - overijse,216,Watermael-Boitsfort
13989,9017336,house,villa,600000,for sale,1430,xl,installed,1977.0,as new,fueloil,5.0,False,True,False,1.0,5.0,3451859,bidd immobilier sprl,260,Rebecq
13990,8948509,house,mixed use building,595000,for sale,9160,xl,hyper equipped,1982.0,good,fueloil,4.0,True,False,False,4.0,8.0,3002200,finactor real estate bvba,358,Lokeren
13994,9014681,house,exceptional property,675000,for sale,9550,xl,usa installed,1985.0,good,fueloil,5.0,True,True,True,1.0,4.0,1558824,de ras immo,450,Herzele%20Sint-Lievens-Esse
13995,9003931,house,house,690000,for sale,7700,xl,installed,1977.0,good,gas,4.0,False,True,False,3.0,0.0,634327,lanno immo,655,Mouscron
13997,8928370,house,villa,695000,for sale,1860,xl,hyper equipped,1968.0,just renovated,gas,4.0,False,True,False,1.0,3.0,2443353,engel &amp; völkers sablon,210,Meise
14006,8965060,house,exceptional property,795000,for sale,5030,xl,usa installed,1800.0,good,fueloil,4.0,False,True,False,2.0,5.0,2647737,braxel,235,LONZEE
14007,8756416,house,mansion,770000,for sale,1000,xl,semi equipped,1930.0,good,fueloil,5.0,True,True,False,1.0,1.0,2294300,immo style - immo lofts group bruxelles,259,Bruxelles
14008,8843615,house,house,820000,for sale,7730,xl,installed,2012.0,as new,fueloil,5.0,False,False,True,2.0,5.0,2149367,relayimmo,320,NECHIN
14009,8443359,house,exceptional property,820000,for sale,9420,xl,hyper equipped,2003.0,as new,gas,3.0,True,False,False,1.0,0.0,3002200,finactor real estate bvba,397,Erpe-Mere
14011,8997904,house,villa,890000,for sale,8930,xl,usa hyper equipped,1995.0,as new,fueloil,4.0,False,True,True,4.0,2.0,1742964,emeraude,553,Lauwe
14018,8056303,house,villa,1100000,for sale,7500,xl,hyper equipped,1960.0,as new,fueloil,5.0,True,True,True,2.0,4.0,2708310,jorion desmet immobilier,584,Tournai
14027,8919516,house,house,1260000,for sale,1180,xl,usa hyper equipped,2018.0,as new,gas,4.0,False,True,False,0.0,2.0,861223,b.i.f.c. centre,260,Ukkel
14032,7390089,house,villa,1495000,for sale,1380,xl,hyper equipped,2011.0,as new,gas,5.0,False,False,False,0.0,5.0,1453,immobilière le lion,500,Lasne
14034,8802459,house,house,1550000,for sale,1380,xl,usa hyper equipped,1800.0,as new,gas,3.0,False,False,False,1.0,1.0,1955187,brussels sotheby’s international realty,280,Lasne
14039,8900141,house,house,1590000,for sale,1050,xl,usa hyper equipped,1908.0,as new,gas,4.0,False,True,False,0.0,1.0,1955187,brussels sotheby’s international realty,300,Ixelles
14040,8557388,house,house,2250000,for sale,1000,xl,installed,1898.0,good,gas,6.0,False,True,False,1.0,0.0,187388,immobilière jacques bonnivers etterbeek,838,BRUXELLES
14041,8978183,house,apartment block,2500000,for sale,1060,xl,installed,1906.0,good,gas,23.0,False,False,False,0.0,0.0,2289047,immobilière georges,750,St-Gilles
14047,7828096,house,villa,2350000,for sale,1180,xl,hyper equipped,1935.0,as new,gas,5.0,True,True,False,0.0,0.0,1599568,engel &amp; völkers place brugmann,530,Uccle
14050,8286140,house,exceptional property,9500000,for sale,8300,xl,hyper equipped,2003.0,as new,gas,7.0,False,True,True,1.0,6.0,285802,cambier - de nil,945,Knokke-Heist
14054,9022053,house,villa,4500000,for sale,1180,xl,hyper equipped,1976.0,good,fueloil,6.0,True,True,False,2.0,4.0,1453,immobilière le lion,500,Uccle
14055,6532849,house,villa,3800000,for sale,1150,xl,hyper equipped,2005.0,as new,gas,7.0,True,True,False,0.0,0.0,1453,immobilière le lion,600,WOLUWE-SAINT-PIERRE
14056,9030296,house,villa,439000,for sale,9981,xl,installed,1982.0,as new,electric,5.0,False,True,False,3.0,5.0,2126895,vastgoed unicum,415,Sint-Margriete
14058,9029780,house,house,375000,for sale,1360,xl,usa hyper equipped,2013.0,as new,gas,3.0,False,True,False,0.0,2.0,2258636,go immobilier,210,Perwez
14059,9027517,house,house,265000,for sale,3800,xl,installed,1948.0,good,gas,2.0,False,False,False,2.0,2.0,3160549,canius realty,100,Sint-Truiden
14061,8772083,house,house,259000,for sale,8800,xl,installed,2020.0,as new,gas,3.0,False,False,False,1.0,2.0,2785748,hbp,160,Roeselare
14062,9030267,house,house,169000,for sale,6200,xl,installed,1971.0,good,fueloil,2.0,False,True,False,1.0,1.0,980800,deca immobilier,156,Ch%C3%83telineau
14065,7549129,house,town house,368300,for sale,2850,xl,hyper equipped,2020.0,as new,gas,4.0,False,True,False,1.0,1.0,1935638,claeverviere immo,216,Boom
14067,8500497,house,house,450100,for sale,3080,xl,hyper equipped,2020.0,as new,gas,3.0,True,False,False,1.0,2.0,1935638,claeverviere immo,195,Tervuren
14070,9032019,house,house,439000,for sale,2560,xl,installed,1959.0,just renovated,gas,3.0,False,False,False,0.0,0.0,254247,wijns vastgoed,180,Nijlen
14071,8500491,house,house,451700,for sale,3080,xl,hyper equipped,2020.0,as new,gas,3.0,True,False,False,1.0,2.0,1935638,claeverviere immo,195,Tervuren
14073,9031974,house,villa,795000,for sale,9032,xl,hyper equipped,1997.0,as new,gas,4.0,False,False,False,0.0,0.0,2870824,top vastgoed,270,Wondelgem
14078,9034708,house,house,285000,for sale,5570,xl,usa hyper equipped,2020.0,as new,gas,3.0,False,False,False,0.0,6.0,2938895,b&amp;c immo belpaire &amp; clarinval,125,Beauraing
14113,9030739,house,mansion,299000,for sale,9700,xl,installed,1903.0,good,gas,5.0,True,True,False,0.0,0.0,1989885,immo da vinci,200,Audenarde
14114,9034274,house,house,310000,for sale,8600,xl,semi equipped,1992.0,to be done up,electric,2.0,False,False,False,1.0,2.0,2397861,portus bvba,176,Pervijze
14121,9037366,house,house,155000,for sale,9200,xl,hyper equipped,1932.0,to be done up,gas,2.0,True,False,False,0.0,0.0,3257067,kurtimmo,105,Termonde
14124,8805430,house,house,50000,for sale,6940,xl,installed,1979.0,good,fueloil,5.0,False,False,False,4.0,10.0,2626783,trevi closon marche,230,Durbuy
14128,8963494,house,house,79000,for sale,6240,xl,semi equipped,1930.0,to be done up,fueloil,2.0,False,True,False,0.0,0.0,1820312,century 21 alliance,90,PIRONCHAMPS
14130,8858927,house,house,80000,for sale,5650,xl,installed,1850.0,to be done up,fueloil,3.0,True,False,False,0.0,0.0,3234307,aven-immo,185,Yves-Gomez%C3%A9e
14143,8920433,house,house,119000,for sale,9500,xl,usa semi equipped,1950.0,to be done up,gas,2.0,True,True,False,0.0,2.0,133418,accenta,110,Grammont
14147,8997797,house,house,139000,for sale,9550,xl,usa semi equipped,1959.0,to be done up,gas,3.0,True,True,False,1.0,1.0,1558824,de ras immo,150,Herzele
14152,9021516,house,house,159000,for sale,8400,xl,not installed,1950.0,good,gas,4.0,True,False,False,0.0,0.0,486260,immo vyva bvba,190,Oostende
14155,8803138,house,house,159500,for sale,7040,xl,installed,1940.0,to be done up,gas,5.0,False,True,False,1.0,0.0,2629811,trevi mons borinage,170,QU%C3%89VY-LE-GRAND
14159,9020545,house,house,195000,for sale,7033,xl,usa semi equipped,1970.0,good,fueloil,3.0,False,False,False,1.0,2.0,2659491,immotop,174,Cuesmes
14165,8619713,house,villa,209900,for sale,6042,xl,hyper equipped,1977.0,as new,gas,3.0,False,False,False,1.0,1.0,564177,la confiance immobilière,120,Lodelinsart
14169,9021454,house,house,215000,for sale,9472,xl,installed,2008.0,as new,gas,3.0,True,False,False,1.0,0.0,2138569,topo-immo bvba,110,Iddergem
14172,8991783,house,house,225000,for sale,8520,xl,installed,1970.0,as new,gas,4.0,False,False,False,1.0,2.0,2988076,dekeyser,125,Kuurne
14173,8928994,house,house,229000,for sale,9320,xl,installed,1963.0,good,electric,2.0,False,False,False,1.0,1.0,3608721,kantoor tijl jansegers aalst,186,Aalst%20Erembodegem
14175,9012645,house,house,229000,for sale,9450,xl,installed,1930.0,good,gas,4.0,True,True,False,0.0,0.0,1558824,de ras immo,155,Haaltert
14177,8928993,house,house,229000,for sale,9300,xl,installed,1963.0,good,electric,2.0,False,False,False,1.0,1.0,3608721,kantoor tijl jansegers aalst,186,Alost
14185,8739555,house,house,240000,for sale,8620,xl,semi equipped,1938.0,to renovate,gas,3.0,False,True,False,1.0,0.0,2139153,immo de woonwens,180,Nieuwpoort
14187,9022241,house,house,240000,for sale,6224,xl,hyper equipped,1977.0,just renovated,fueloil,3.0,False,True,False,1.0,0.0,999800,david robin immobilier,149,WANFERC%C3%89E-BAULET
14189,8949657,house,house,249000,for sale,5060,xl,installed,1915.0,just renovated,gas,3.0,False,True,False,0.0,0.0,1820312,century 21 alliance,175,AUVELAIS
14195,9023700,house,villa,250000,for sale,5560,xl,semi equipped,1980.0,good,electric,3.0,True,False,False,2.0,2.0,2938895,b&amp;c immo belpaire &amp; clarinval,3,Houyet
14196,8849447,house,house,250000,for sale,1457,xl,installed,1890.0,good,gas,4.0,False,True,False,0.0,0.0,2258636,go immobilier,200,TOURINNES-SAINT-LAMBERT
14199,8888667,house,house,260000,for sale,3600,xl,installed,1972.0,to be done up,fueloil,3.0,False,True,False,3.0,0.0,3356489,immo idylia,100,Genk
14208,9024660,house,house,275000,for sale,1410,xl,not installed,1951.0,to renovate,gas,3.0,True,True,False,0.0,0.0,1503,cap sud braine waterloo,159,Waterloo
14210,8995589,house,house,279000,for sale,8400,xl,hyper equipped,1950.0,as new,gas,3.0,True,True,False,0.0,0.0,486260,immo vyva bvba,175,Oostende
14216,8967734,house,house,295000,for sale,1560,xl,semi equipped,1918.0,good,gas,2.0,False,True,False,0.0,2.0,1768485,century 21 berthouts,125,Hoeilaart
14218,8867385,house,house,299000,for sale,9550,xl,hyper equipped,1994.0,as new,gas,4.0,False,True,False,1.0,3.0,1558824,de ras immo,210,Herzele
14220,9007104,house,house,310000,for sale,1340,xl,semi equipped,1950.0,to be done up,gas,4.0,True,True,False,0.0,0.0,47821,altis immobilière sprl,145,Ottignies%20(Limelette)
14224,9017640,house,house,320000,for sale,3130,xl,installed,1976.0,to be done up,fueloil,7.0,False,True,False,2.0,10.0,607437,immo marina tremelo,330,Begijnendijk
14225,8972442,house,town house,322000,for sale,1731,xl,installed,1973.0,to be done up,fueloil,3.0,False,False,False,1.0,0.0,1558824,de ras immo,181,Asse
14228,8965873,house,house,320000,for sale,9506,xl,installed,1937.0,as new,gas,4.0,True,False,False,1.0,0.0,2138569,topo-immo bvba,242,Idegem
14232,8385775,house,house,332100,for sale,9120,xl,hyper equipped,2020.0,as new,gas,3.0,True,False,False,1.0,2.0,1935638,claeverviere immo,160,Beveren-Waas
14235,8994444,house,house,340000,for sale,1785,xl,usa hyper equipped,2008.0,as new,gas,3.0,True,False,False,0.0,0.0,133418,accenta,135,Merchtem
14238,8946628,house,house,335000,for sale,9900,xl,installed,1977.0,as new,gas,4.0,False,False,False,1.0,0.0,1125588,zakenkantoor de smet nv,340,Eeklo
14242,9008024,house,house,349000,for sale,3111,xl,hyper equipped,1995.0,to be done up,fueloil,3.0,True,True,False,1.0,3.0,1827,living stone,189,Rotselaar%20Wezemaal
14245,9010028,house,house,349000,for sale,8310,xl,installed,1984.0,good,gas,4.0,False,False,False,1.0,1.0,982179,bvba vastgoed loontjens &amp; lagast,225,Sint-Kruis
14250,8963180,house,villa,350000,for sale,1300,xl,not installed,1978.0,to renovate,fueloil,5.0,False,True,False,2.0,2.0,2317554,engel &amp; völkers wavre,160,Wavre
14251,8928103,house,house,349000,for sale,9450,xl,installed,2019.0,as new,gas,3.0,True,False,False,1.0,0.0,2138569,topo-immo bvba,229,Heldergem
14252,8885214,house,house,349800,for sale,3600,xl,installed,1972.0,to be done up,fueloil,3.0,False,True,False,3.0,0.0,3356489,immo idylia,100,Genk
14254,8628685,house,house,355800,for sale,9120,xl,hyper equipped,2020.0,as new,gas,3.0,False,False,False,1.0,1.0,1935638,claeverviere immo,144,Beveren-Waas
14258,9012009,house,house,359000,for sale,8000,xl,installed,1985.0,good,gas,3.0,False,False,False,1.0,1.0,982179,bvba vastgoed loontjens &amp; lagast,150,Bruges
14264,9010487,house,house,376000,for sale,3920,xl,usa hyper equipped,1991.0,as new,gas,3.0,True,False,False,2.0,1.0,3356489,immo idylia,205,Lommel
14267,8982306,house,house,385000,for sale,1471,xl,hyper equipped,1930.0,good,fueloil,4.0,True,True,False,2.0,10.0,1267919,be home partners,250,Genappe
14271,8978077,house,house,395000,for sale,1861,xl,installed,1955.0,good,electric,3.0,False,True,False,0.0,0.0,1483,century 21 berthouts -,190,Wolvertem
14272,8979678,house,house,395000,for sale,1700,xl,installed,1961.0,good,gas,2.0,True,True,False,1.0,1.0,2705758,allur,150,Dilbeek
14274,8978076,house,mixed use building,395000,for sale,1861,xl,installed,1955.0,good,electric,3.0,False,True,False,0.0,0.0,1483,century 21 berthouts -,190,Wolvertem
14278,8876565,house,house,420000,for sale,1340,xl,installed,1974.0,to be done up,fueloil,3.0,True,True,True,1.0,1.0,1821912,trust real estate sprl,165,Ottignies-Louvain-la-Neuve
14279,9015868,house,town house,412000,for sale,9160,xl,installed,2009.0,as new,gas,4.0,True,False,False,1.0,0.0,91959,notaris bart hutsebaut,232,Lokeren
14283,8996333,house,house,419000,for sale,8000,xl,installed,1955.0,good,gas,3.0,False,False,False,1.0,2.0,982179,bvba vastgoed loontjens &amp; lagast,238,Bruges
14286,8968541,house,house,440000,for sale,1420,xl,hyper equipped,1997.0,as new,gas,3.0,False,False,False,1.0,3.0,1503,cap sud braine waterloo,140,Braine-l'Alleud
14287,7962601,house,villa,448000,for sale,8300,xl,installed,1975.0,good,gas,4.0,False,False,False,0.0,0.0,1759503,liv&#039;immo,362,Knokke
14290,8901143,house,house,450000,for sale,8020,xl,installed,1988.0,good,electric,5.0,False,True,False,2.0,0.0,418241,meuleman &amp; loeters bvba,272,Oostkamp
14291,9014718,house,house,455000,for sale,9450,xl,hyper equipped,2000.0,as new,gas,3.0,False,False,False,2.0,4.0,133418,accenta,289,Haaltert
14293,7825769,house,house,455000,for sale,9150,xl,installed,1935.0,good,gas,6.0,False,True,False,0.0,0.0,2757306,charlotte immo,370,Kruibeke
