,id,type,subtype,price,transactionType,zip,visualisationOption,cuisine_type,constructionYear,condition,heatingType,room_number,atticExists,basementExists,hasSwimmingPool,parking intérieur,parking extérieur,short_id,company_name,mètres carrés,commune
2,9039019,apartment,apartment,1550000,for sale,1050,xl,usa hyper equipped,2017.0,as new,gas,3.0,False,False,False,0.0,1.0,2595964,lecobel vaneau vente neuf,213,Ixelles
3,9043036,apartment,apartment,195000,for sale,9600,xl,installed,2014.0,good,gas,2.0,False,False,False,0.0,0.0,1002634,immo beguin,75,Renaix
4,9042073,apartment,apartment,320000,for sale,1070,xl,usa hyper equipped,2017.0,as new,gas,3.0,False,True,False,1.0,1.0,2916018,sky realty,130,Anderlecht
5,9034494,apartment,apartment,715000,for sale,1950,xl,usa hyper equipped,2020.0,as new,gas,2.0,False,True,False,1.0,1.0,2352,latour et petit vente,126,Kraainem
6,9042950,apartment,triplex,235000,for sale,6010,xl,hyper equipped,2013.0,as new,gas,3.0,False,False,False,0.0,1.0,663882,etimo,149,Couillet
7,8997289,apartment,flat studio,224500,for sale,1180,xl,hyper equipped,1950.0,good,gas,1.0,False,False,False,0.0,0.0,1731013,orientations,52,Uccle
9,9039433,apartment,apartment,780000,for sale,1180,xl,usa hyper equipped,1962.0,just renovated,gas,3.0,False,True,False,1.0,1.0,1942392,bathim &amp; co,190,Uccle
10,9038896,apartment,apartment,210000,for sale,4430,xl,installed,2020.0,as new,gas,2.0,False,True,False,0.0,1.0,558223,cd consult,77,Ans
11,9038897,apartment,apartment,250000,for sale,4430,xl,installed,2020.0,as new,gas,2.0,False,True,False,0.0,1.0,558223,cd consult,97,Ans
13,9039312,apartment,apartment,358000,for sale,9000,xl,installed,1969.0,good,gas,2.0,False,True,False,0.0,0.0,348077,trevi gent,85,Gand
14,9039311,apartment,loft,360500,for sale,2060,xl,installed,1918.0,good,gas,2.0,False,True,False,1.0,0.0,348077,trevi gent,114,Anvers
15,9038507,apartment,duplex,199000,for sale,8370,xl,installed,2004.0,good,gas,2.0,False,True,False,0.0,0.0,2759428,immo marina,87,Blankenberge
18,9034495,apartment,flat studio,239500,for sale,1160,xl,usa hyper equipped,2022.0,as new,gas,0.0,False,False,False,0.0,0.0,2352,latour et petit vente,46,Auderghem
19,9034656,apartment,service flat,320000,for sale,8670,xl,usa hyper equipped,2019.0,as new,gas,1.0,False,False,False,0.0,0.0,1361501,immo la terrasse,57,Sint-Idesbald
20,9035930,apartment,apartment,229000,for sale,1040,xl,usa installed,1975.0,as new,gas,1.0,False,True,False,0.0,0.0,2305,abita agence immobilière scrl,52,Etterbeek
22,9037183,apartment,apartment,265000,for sale,9050,xl,installed,2015.0,as new,gas,1.0,False,False,False,0.0,0.0,2118760,landbergh,76,Gentbrugge
23,9036417,apartment,apartment,169000,for sale,1080,xl,not installed,1960.0,to renovate,gas,2.0,False,True,False,0.0,0.0,2953237,realor  properties,70,Molenbeek-St-Jean
25,9035995,apartment,apartment,198000,for sale,1500,xl,semi equipped,1966.0,good,gas,2.0,False,True,False,0.0,0.0,989034,pajota halle,87,Halle
26,9033767,apartment,apartment,165000,for sale,6001,xl,hyper equipped,2020.0,as new,gas,1.0,False,True,False,8.0,10.0,1400721,concept confort sprl,64,Marcinelle
27,9040974,apartment,apartment,280000,for sale,9700,xl,installed,2013.0,good,gas,3.0,False,False,False,0.0,1.0,1574509,axel lenaerts makelaars oudenaarde bvba,140,EINE
28,9041253,apartment,apartment,197500,for sale,1030,xl,hyper equipped,1980.0,just renovated,gas,1.0,False,True,False,1.0,0.0,1229100,direct immo,70,Schaerbeek
29,9033790,apartment,apartment,265000,for sale,6001,xl,hyper equipped,2020.0,as new,gas,2.0,False,True,False,7.0,10.0,1400721,concept confort sprl,104,Marcinelle
31,8829165,apartment,apartment,435000,for sale,8300,xl,usa hyper equipped,2009.0,good,gas,2.0,False,True,False,1.0,0.0,204193,immo cauwe,85,Knokke
32,9035334,apartment,apartment,198000,for sale,1190,xl,installed,1960.0,good,gas,1.0,False,True,False,0.0,1.0,2446317,bk &amp; partners,76,Forest
33,9033817,apartment,apartment,320000,for sale,6001,xl,hyper equipped,2020.0,as new,gas,3.0,False,True,False,7.0,10.0,1400721,concept confort sprl,120,Marcinelle
34,9034364,apartment,apartment,235000,for sale,8800,xl,installed,1992.0,as new,gas,3.0,False,False,False,0.0,0.0,2547553,albert vastgoed,141,Roulers
35,9032268,apartment,apartment,198000,for sale,4432,xl,not installed,2016.0,as new,gas,3.0,False,True,False,1.0,1.0,2654558,allen keapler &amp; partners,104,Ans
37,9038751,apartment,apartment,220000,for sale,8434,xl,installed,1961.0,good,gas,2.0,False,False,False,0.0,0.0,782997,era la plage,77,Westende
39,9033639,apartment,apartment,369000,for sale,1000,xl,hyper equipped,2000.0,as new,gas,2.0,False,True,False,0.0,0.0,713521,mètrecarré,120,Bruxelles%20ville
41,9032264,apartment,apartment,230000,for sale,4430,xl,not installed,2016.0,as new,gas,3.0,False,True,False,1.0,1.0,2654558,allen keapler &amp; partners,111,Ans
42,9032265,apartment,penthouse,325000,for sale,4432,xl,installed,2016.0,as new,gas,3.0,False,True,False,1.0,1.0,2654558,allen keapler &amp; partners,150,Ans
43,9014566,apartment,apartment,335500,for sale,1160,xl,usa hyper equipped,2022.0,as new,gas,1.0,False,False,False,1.0,0.0,2352,latour et petit vente,70,Auderghem
47,9040807,apartment,apartment,495000,for sale,1050,xl,hyper equipped,1960.0,good,gas,3.0,False,True,False,0.0,0.0,1607451,emile garcin belgique sprl,120,Ixelles
50,8892319,apartment,apartment,430000,for sale,1180,xl,usa hyper equipped,2021.0,as new,gas,2.0,False,True,False,1.0,0.0,2352,latour et petit vente,100,Uccle
51,8892312,apartment,apartment,295000,for sale,1180,xl,usa hyper equipped,2021.0,as new,gas,1.0,False,True,False,1.0,0.0,2352,latour et petit vente,73,Uccle
53,8633426,apartment,apartment,365000,for sale,5100,xl,usa hyper equipped,2018.0,as new,gas,3.0,False,False,False,0.0,1.0,3340066,latour et petit namur vente,162,Jambes
54,8903565,apartment,penthouse,754500,for sale,1200,xl,usa hyper equipped,2021.0,as new,gas,2.0,False,True,False,1.0,1.0,2352,latour et petit vente,159,Woluwe-Saint-Lambert
55,8790883,apartment,apartment,975000,for sale,1000,xl,hyper equipped,2015.0,as new,gas,2.0,False,True,False,0.0,0.0,1731013,orientations,180,Bruxelles%20ville
56,8954649,apartment,apartment,1537000,for sale,1050,xl,hyper equipped,2015.0,as new,gas,2.0,False,True,False,1.0,1.0,2352,latour et petit vente,160,Ixelles
57,9014568,apartment,apartment,501500,for sale,1160,xl,usa hyper equipped,2022.0,as new,gas,2.0,False,False,False,1.0,0.0,2352,latour et petit vente,102,Auderghem
59,9029105,apartment,penthouse,476000,for sale,1130,xl,usa hyper equipped,2020.0,as new,gas,3.0,False,True,False,21.0,21.0,2352,latour et petit vente,148,Bruxelles
60,8892307,apartment,apartment,1839000,for sale,1050,xl,hyper equipped,2015.0,as new,gas,3.0,False,True,False,0.0,0.0,2352,latour et petit vente,203,Ixelles
61,9029104,apartment,penthouse,476000,for sale,1130,xl,usa hyper equipped,2020.0,as new,gas,3.0,False,True,False,21.0,21.0,2352,latour et petit vente,148,Bruxelles
63,9037084,apartment,penthouse,628500,for sale,1000,xl,hyper equipped,2017.0,as new,gas,2.0,False,True,False,0.0,2.0,3223764,w properties &amp; management,91,Brussels
65,9040157,apartment,apartment,725000,for sale,8300,xl,installed,2002.0,as new,gas,3.0,False,False,False,0.0,0.0,1759503,liv&#039;immo,102,Knokke
68,9042786,apartment,apartment,159000,for sale,1080,xl,installed,1968.0,good,fueloil,1.0,False,True,False,0.0,0.0,76092,immo balcaen,60,Molenbeek-Saint-Jean
69,9041938,apartment,apartment,300000,for sale,1000,xl,usa hyper equipped,2017.0,as new,gas,1.0,False,True,False,0.0,1.0,1355753,j&amp;j properties,77,Bruxelles
75,9035795,apartment,apartment,525000,for sale,8300,xl,hyper equipped,2008.0,as new,gas,1.0,False,False,True,0.0,1.0,2047719,knokke real estate,70,Knokke-Heist
83,9036128,apartment,loft,299000,for sale,1020,xl,semi equipped,1962.0,as new,gas,2.0,False,False,False,0.0,0.0,2575488,we invest real estate,189,Bruxelles
84,9034249,apartment,apartment,219000,for sale,1070,xl,usa hyper equipped,1972.0,as new,gas,2.0,False,True,False,0.0,0.0,1511552,trianon invest,90,Anderlecht
88,9034209,apartment,penthouse,595000,for sale,1180,xl,hyper equipped,1969.0,good,fueloil,3.0,False,True,False,0.0,0.0,3046939,lamy belgium,160,Uccle
89,9036628,apartment,apartment,725000,for sale,8300,xl,installed,2002.0,as new,gas,3.0,False,False,False,0.0,0.0,1759503,liv&#039;immo,102,Knokke
91,9028005,apartment,duplex,320000,for sale,1780,xl,installed,1925.0,as new,gas,3.0,False,True,False,0.0,0.0,2575488,we invest real estate,135,Wemmel
92,9034037,apartment,apartment,269500,for sale,3010,xl,installed,2004.0,good,gas,2.0,False,False,False,0.0,1.0,3433489,immo-time,70,Kessel-Lo
93,9027875,apartment,apartment,349000,for sale,1180,xl,installed,1965.0,good,fueloil,2.0,False,True,False,0.0,0.0,1744558,chrysalide sprl,93,Uccle
96,9040796,apartment,apartment,200000,for sale,6700,xl,installed,2006.0,good,gas,2.0,False,False,False,1.0,1.0,3386269,topimmo bastogne - arlon - neufchâteau,76,Arlon
97,9023581,apartment,apartment,175000,for sale,7000,xl,hyper equipped,2020.0,as new,gas,2.0,False,True,False,0.0,20.0,1400721,concept confort sprl,95,Mons
98,9023542,apartment,apartment,127500,for sale,7000,xl,hyper equipped,2020.0,as new,gas,1.0,False,True,False,0.0,20.0,1400721,concept confort sprl,58,Mons
99,8917208,apartment,apartment,282500,for sale,1180,xl,usa hyper equipped,2021.0,as new,gas,1.0,False,False,False,0.0,0.0,1912369,thomas &amp; piron - bâtiment,74,Uccle
100,8946446,apartment,apartment,189500,for sale,6880,xl,hyper equipped,2020.0,as new,gas,2.0,False,True,False,0.0,18.0,3346893,honesty libramont - 5 agences lux. et namur,84,Bertrix
101,8971504,apartment,apartment,235000,for sale,1000,xl,usa hyper equipped,2018.0,as new,gas,1.0,False,True,False,0.0,0.0,3623946,by the way,50,Bruxelles
102,8975030,apartment,apartment,260000,for sale,1435,xl,usa installed,2020.0,as new,gas,2.0,False,True,False,0.0,0.0,2352,latour et petit vente,88,Mont-Saint-Guibert
104,8892306,apartment,flat studio,250000,for sale,1180,xl,usa hyper equipped,2021.0,as new,gas,0.0,False,True,False,1.0,1.0,2352,latour et petit vente,62,Uccle
105,9000197,apartment,apartment,294000,for sale,1200,xl,usa hyper equipped,2021.0,as new,gas,1.0,False,True,False,0.0,0.0,2352,latour et petit vente,63,Woluwe-Saint-Lambert
106,9024772,apartment,penthouse,339750,for sale,1070,xl,usa hyper equipped,2020.0,as new,gas,2.0,False,True,False,0.0,1.0,1942392,bathim &amp; co,122,Anderlecht
107,8987721,apartment,apartment,348000,for sale,1160,xl,usa hyper equipped,2022.0,as new,gas,1.0,False,True,False,0.0,20.0,2352,latour et petit vente,76,Auderghem
108,8987718,apartment,apartment,368000,for sale,1160,xl,usa hyper equipped,2022.0,as new,gas,2.0,False,True,False,0.0,20.0,2352,latour et petit vente,93,Auderghem
110,9014569,apartment,apartment,312000,for sale,1160,xl,usa hyper equipped,2022.0,as new,gas,1.0,False,False,False,1.0,0.0,2352,latour et petit vente,66,Auderghem
111,8935825,apartment,penthouse,318000,for sale,1435,xl,usa installed,2020.0,as new,gas,2.0,False,True,False,0.0,0.0,2352,latour et petit vente,87,Mont-Saint-Guibert
112,8271333,apartment,apartment,290000,for sale,6600,xl,installed,2018.0,as new,gas,2.0,False,True,False,0.0,0.0,5216,topimmo bastogne - arlon - neufchâteau,103,Bastogne
113,9014550,apartment,apartment,426000,for sale,1200,xl,hyper equipped,2021.0,as new,gas,2.0,False,True,False,1.0,1.0,2352,latour et petit vente,93,Woluwe-Saint-Lambert
114,8873435,apartment,apartment,399000,for sale,1070,xl,usa hyper equipped,2020.0,as new,gas,2.0,False,True,False,1.0,0.0,1942392,bathim &amp; co,113,Anderlecht
115,8312581,apartment,penthouse,455000,for sale,1410,xl,not installed,2012.0,as new,gas,3.0,False,False,False,0.0,0.0,1912369,thomas &amp; piron - bâtiment,124,Waterloo
116,8940352,apartment,apartment,428000,for sale,1435,xl,usa hyper equipped,2022.0,as new,gas,2.0,False,True,False,1.0,1.0,1573,hendrix immobilière,117,Mont-Saint-Guibert
117,8950408,apartment,penthouse,464500,for sale,1200,xl,usa installed,2016.0,as new,gas,2.0,False,False,False,0.0,1.0,2595964,lecobel vaneau vente neuf,137,WOLUWE%20SAINT%20LAMBERT
118,8903549,apartment,apartment,458000,for sale,1200,xl,usa hyper equipped,2021.0,as new,gas,3.0,False,True,False,1.0,1.0,2352,latour et petit vente,109,Woluwe-Saint-Lambert
119,9017519,apartment,apartment,450000,for sale,1160,xl,usa installed,2018.0,as new,gas,3.0,False,True,False,0.0,1.0,1599583,engel &amp; vÖlkers pavillon d&#039;ixelles,126,Auderghem
120,8935824,apartment,penthouse,402000,for sale,1435,xl,usa installed,2020.0,as new,gas,3.0,False,True,False,0.0,0.0,2352,latour et petit vente,124,Mont-Saint-Guibert
121,8703119,apartment,penthouse,476000,for sale,1130,xl,usa hyper equipped,2017.0,as new,gas,3.0,False,False,False,0.0,0.0,1643418,trevi est,156,HAREN%20(BRU.)
122,8841975,apartment,apartment,499000,for sale,1200,xl,usa hyper equipped,2022.0,as new,gas,3.0,False,True,False,0.0,2.0,1364801,victoire (immobilier neuf),124,Woluwe-Saint-Lambert
123,8855273,apartment,apartment,510000,for sale,1050,xl,usa hyper equipped,2018.0,as new,gas,3.0,False,True,False,1.0,1.0,2595964,lecobel vaneau vente neuf,116,Ixelles
124,8903563,apartment,apartment,499000,for sale,1200,xl,hyper equipped,2021.0,as new,gas,3.0,False,True,False,1.0,1.0,2352,latour et petit vente,124,Woluwe-Saint-Lambert
125,9013277,apartment,loft,557600,for sale,1040,xl,hyper equipped,1897.0,just renovated,gas,2.0,False,True,False,1.0,0.0,2727532,bright immo sprl,136,Etterbeek
126,8909856,apartment,penthouse,499000,for sale,1080,xl,usa hyper equipped,2018.0,as new,gas,3.0,False,False,False,0.0,0.0,214909,noa  real estate,214,Molenbeek-Saint-Jean
127,8950407,apartment,penthouse,479000,for sale,1200,xl,usa installed,2016.0,as new,gas,2.0,False,False,False,0.0,1.0,2595964,lecobel vaneau vente neuf,135,WOLUWE%20SAINT%20LAMBERT
128,8909855,apartment,penthouse,625000,for sale,1200,xl,usa hyper equipped,2015.0,as new,gas,3.0,False,False,False,0.0,1.0,214909,noa  real estate,164,Woluwe-Saint-Lambert
129,8940436,apartment,apartment,625000,for sale,1200,xl,hyper equipped,2017.0,as new,gas,3.0,False,False,False,0.0,0.0,2352,latour et petit vente,164,Woluwe-Saint-Lambert
130,8952405,apartment,apartment,769000,for sale,1180,xl,usa hyper equipped,2020.0,as new,gas,2.0,False,True,False,0.0,1.0,1614,victoire (vente),142,Uccle
131,8974454,apartment,duplex,775000,for sale,1200,xl,usa hyper equipped,2016.0,as new,gas,4.0,False,False,False,1.0,0.0,1643418,trevi est,238,WOLUWE-SAINT-LAMBERT
132,8977504,apartment,penthouse,795000,for sale,1150,xl,hyper equipped,2019.0,as new,gas,2.0,False,True,False,1.0,0.0,1942392,bathim &amp; co,138,Woluwe-Saint-Pierre
133,9017545,apartment,apartment,630000,for sale,1160,xl,usa installed,2018.0,as new,gas,3.0,False,False,False,1.0,0.0,1599583,engel &amp; vÖlkers pavillon d&#039;ixelles,160,Auderghem
134,9002329,apartment,penthouse,1500000,for sale,1180,xl,usa hyper equipped,2014.0,as new,gas,3.0,False,True,False,1.0,1.0,2595964,lecobel vaneau vente neuf,220,Uccle
135,9000195,apartment,penthouse,840000,for sale,1200,xl,hyper equipped,2017.0,as new,gas,4.0,False,False,False,0.0,0.0,2352,latour et petit vente,238,Woluwe-Saint-Lambert
136,8994237,apartment,apartment,769000,for sale,1180,xl,usa hyper equipped,2019.0,as new,gas,2.0,False,True,False,0.0,1.0,1364801,victoire (immobilier neuf),142,Uccle
137,8974452,apartment,duplex,840000,for sale,1200,xl,usa hyper equipped,2016.0,as new,gas,4.0,False,False,False,1.0,0.0,1643418,trevi est,220,WOLUWE-SAINT-LAMBERT
138,8952406,apartment,penthouse,2500000,for sale,1050,xl,usa hyper equipped,2019.0,as new,gas,4.0,False,True,False,0.0,1.0,1614,victoire (vente),277,Ixelles
139,8943751,apartment,apartment,1500000,for sale,1180,xl,installed,2014.0,as new,gas,3.0,False,True,False,2.0,2.0,3330095,brussels sotheby’s  realty - nd,220,Uccle
140,8876611,apartment,apartment,1550000,for sale,1050,xl,hyper equipped,2017.0,as new,gas,3.0,False,True,False,0.0,1.0,2352,latour et petit vente,212,Ixelles
141,9034801,apartment,apartment,106000,for sale,4040,xl,not installed,1967.0,good,fueloil,3.0,False,True,False,0.0,0.0,3659631,artemis partners,100,Herstal
142,9037255,apartment,ground floor,383000,for sale,1160,xl,usa hyper equipped,2022.0,as new,gas,2.0,False,True,False,0.0,20.0,2352,latour et petit vente,101,Auderghem
143,8935749,apartment,penthouse,2500000,for sale,1050,xl,usa hyper equipped,2019.0,as new,gas,4.0,False,True,False,0.0,1.0,1364801,victoire (immobilier neuf),277,Ixelles
144,9026253,apartment,apartment,620000,for sale,1040,xl,hyper equipped,1968.0,as new,gas,3.0,False,True,False,1.0,0.0,2352,latour et petit vente,196,Etterbeek
145,8777614,apartment,apartment,1045000,for sale,8301,xl,installed,1994.0,good,gas,3.0,False,True,False,1.0,0.0,204193,immo cauwe,106,Duinbergen
147,9030647,apartment,apartment,445000,for sale,1200,xl,installed,1991.0,as new,gas,3.0,False,False,False,0.0,0.0,145409,expertissimmo,146,Woluwe-Saint-Lambert
149,9030582,apartment,apartment,300000,for sale,9400,xl,usa hyper equipped,2020.0,as new,gas,2.0,False,False,False,1.0,0.0,989031,pajota ninove,104,Ninove
150,9039024,apartment,apartment,245000,for sale,6800,xl,installed,2008.0,as new,electric,2.0,False,False,False,0.0,2.0,3386206,topimmo bastogne - arlon - neufchâteau,128,Libramont-Chevigny
151,9030572,apartment,penthouse,1500000,for sale,1180,xl,hyper equipped,2017.0,as new,gas,3.0,False,True,False,1.0,1.0,1364801,victoire (immobilier neuf),220,Uccle
153,9031391,apartment,apartment,197500,for sale,1140,xl,hyper equipped,1980.0,just renovated,gas,1.0,False,True,False,1.0,0.0,1229100,direct immo,70,Evere
158,8989412,apartment,penthouse,92000,for sale,4020,xl,not installed,1952.0,to be done up,fueloil,1.0,False,True,False,0.0,0.0,999811,engel &amp; völkers liège,29,Li%C3%A8ge
160,8923633,apartment,duplex,99000,for sale,4500,xl,installed,1968.0,to be done up,gas,2.0,False,True,False,0.0,0.0,682408,label immo sprl,100,Huy
162,8712823,apartment,apartment,120000,for sale,4000,xl,not installed,1973.0,as new,fueloil,1.0,False,False,False,0.0,0.0,2222,trevi rasquain,56,Li%C3%A8ge
164,8705030,apartment,apartment,120000,for sale,4000,xl,not installed,1973.0,as new,fueloil,1.0,False,False,False,0.0,0.0,3292073,trevi liege,56,Li%C3%A8ge
170,8999530,apartment,apartment,128000,for sale,8370,xl,semi equipped,1929.0,good,gas,1.0,False,False,False,0.0,0.0,2759428,immo marina,56,Blankenberge
172,8986210,apartment,flat studio,132500,for sale,8660,xl,installed,1978.0,good,gas,0.0,False,False,False,0.0,1.0,355436,immo cattaert,35,La%20Panne
173,8944414,apartment,flat studio,130000,for sale,8400,xl,installed,1974.0,to renovate,gas,0.0,False,False,False,0.0,0.0,2252397,agence dermul,45,Ostende
174,8938276,apartment,apartment,135000,for sale,1020,xl,usa semi equipped,1955.0,good,gas,1.0,False,False,False,0.0,0.0,208736,urban concept sprl,60,Laeken
177,8897004,apartment,apartment,137000,for sale,4430,xl,installed,1981.0,to be done up,electric,2.0,False,True,False,0.0,1.0,2144544,label immo sprl,90,Ans
180,8977611,apartment,apartment,138000,for sale,9600,xl,semi equipped,1967.0,good,gas,2.0,False,False,False,0.0,0.0,3154230,dmg vastgoed,84,Renaix
181,8881870,apartment,apartment,139000,for sale,1030,xl,installed,2004.0,good,electric,1.0,False,False,False,0.0,0.0,3433489,immo-time,28,Schaerbeek
182,8881869,apartment,apartment,139000,for sale,1030,xl,installed,2004.0,good,electric,1.0,False,False,False,0.0,0.0,3433489,immo-time,30,Schaerbeek
184,8920086,apartment,apartment,139000,for sale,8370,xl,installed,1948.0,good,gas,2.0,False,True,False,0.0,0.0,2759428,immo marina,60,Blankenberge
188,8966313,apartment,apartment,140000,for sale,6700,xl,installed,2003.0,good,electric,1.0,False,False,False,0.0,1.0,5216,topimmo bastogne - arlon - neufchâteau,59,Arlon
198,8881954,apartment,apartment,145000,for sale,4101,xl,not installed,1971.0,good,gas,2.0,False,False,False,0.0,0.0,682408,label immo sprl,81,Seraing%20Jemeppe-sur-Meuse
203,8877657,apartment,apartment,150000,for sale,7060,xl,semi equipped,1964.0,to be done up,fueloil,2.0,False,True,False,0.0,1.0,3344242,marcoux &amp; vrancx,85,Soignies
210,8903336,apartment,apartment,154900,for sale,6700,xl,installed,1975.0,to be done up,electric,2.0,False,True,False,0.0,1.0,845221,bureau godin – liège/charleroi,84,Arlon
211,8806999,apartment,apartment,155000,for sale,2020,xl,installed,1962.0,good,fueloil,2.0,False,True,False,0.0,0.0,2193780,walbers immo aartselaar,75,Anvers
213,8987961,apartment,apartment,155000,for sale,5300,xl,semi equipped,2002.0,to be done up,gas,1.0,False,True,False,0.0,0.0,682408,label immo sprl,50,Andenne
218,8956842,apartment,apartment,159000,for sale,4500,xl,not installed,1960.0,to be done up,fueloil,2.0,False,True,False,0.0,0.0,682408,label immo sprl,119,Huy
222,8875393,apartment,apartment,159500,for sale,4000,xl,not installed,1973.0,as new,fueloil,2.0,False,False,False,0.0,0.0,3292073,trevi liege,79,Li%C3%A8ge
230,8629345,apartment,apartment,162000,for sale,8370,xl,installed,1990.0,good,electric,1.0,False,False,False,0.0,0.0,2759428,immo marina,51,Blankenberge
243,8240658,apartment,apartment,169000,for sale,8400,xl,installed,1974.0,to be done up,gas,1.0,False,False,False,0.0,0.0,2252397,agence dermul,52,Ostende
248,8844692,apartment,apartment,170000,for sale,6180,xl,installed,2007.0,as new,gas,2.0,False,True,False,1.0,0.0,3229424,delfimmo,95,Courcelles
249,8992157,apartment,apartment,169000,for sale,4000,xl,installed,1900.0,good,gas,1.0,False,False,False,0.0,0.0,2654558,allen keapler &amp; partners,60,Liege
251,8909893,apartment,apartment,170000,for sale,8670,xl,usa hyper equipped,1980.0,just renovated,electric,1.0,False,False,False,0.0,0.0,1361501,immo la terrasse,44,Koksijde
252,8958458,apartment,apartment,170000,for sale,1400,xl,semi equipped,1977.0,to renovate,fueloil,2.0,False,True,False,0.0,0.0,2446317,bk &amp; partners,82,Nivelles
262,8983165,apartment,flat studio,175000,for sale,1000,xl,usa hyper equipped,1933.0,good,gas,1.0,False,True,False,0.0,0.0,2916018,sky realty,43,Bruxelles
265,9021892,apartment,apartment,173000,for sale,5000,xl,usa installed,1960.0,good,gas,2.0,False,True,False,0.0,0.0,2575488,we invest real estate,70,Namur
266,9015182,apartment,apartment,175000,for sale,1081,xl,semi equipped,1958.0,to renovate,gas,2.0,False,True,False,0.0,0.0,145409,expertissimmo,75,Koekelberg
267,8940438,apartment,apartment,175000,for sale,4000,xl,installed,1977.0,good,gas,2.0,False,True,False,1.0,1.0,2654558,allen keapler &amp; partners,90,Liege
277,8976292,apartment,apartment,179000,for sale,4860,xl,installed,2012.0,as new,electric,2.0,False,False,False,0.0,1.0,1974205,packpro immo,110,Pepinster%20Wegnez
278,8896681,apartment,apartment,175000,for sale,8400,xl,installed,1974.0,good,fueloil,1.0,False,False,False,0.0,0.0,2252397,agence dermul,60,Ostende
284,8783476,apartment,flat studio,180000,for sale,1950,xl,semi equipped,1974.0,to be done up,gas,0.0,False,True,False,0.0,0.0,1584,sorimo  - bruxelles,40,Kraainem
287,8977621,apartment,apartment,185000,for sale,1300,xl,installed,1979.0,good,gas,2.0,False,False,False,0.0,0.0,2575488,we invest real estate,100,Wavre
293,8875433,apartment,apartment,185000,for sale,4500,xl,installed,1962.0,good,fueloil,3.0,False,True,False,0.0,0.0,2222,trevi rasquain,130,Huy
294,8568299,apartment,apartment,185000,for sale,6700,xl,installed,1997.0,good,gas,2.0,False,True,False,0.0,0.0,695471,double v immobilière,70,Arlon
295,8966460,apartment,apartment,185000,for sale,8670,xl,installed,1989.0,good,electric,2.0,False,True,False,0.0,0.0,2575488,we invest real estate,46,Koksijde
298,9002958,apartment,apartment,189000,for sale,1050,xl,not installed,1933.0,to renovate,fueloil,1.0,False,True,False,0.0,0.0,208736,urban concept sprl,40,Ixelles
306,8823316,apartment,apartment,190000,for sale,1190,xl,installed,1969.0,good,gas,2.0,False,False,False,0.0,60.0,214909,noa  real estate,75,Forest
311,8912736,apartment,apartment,190000,for sale,6540,xl,installed,2009.0,good,gas,2.0,False,False,False,1.0,0.0,2575488,we invest real estate,79,Lobbes
312,8979043,apartment,apartment,192000,for sale,8400,xl,installed,1961.0,just renovated,fueloil,1.0,False,True,False,0.0,0.0,2252397,agence dermul,68,Ostende
317,8950386,apartment,apartment,193000,for sale,1140,xl,semi equipped,1978.0,to renovate,gas,2.0,False,False,False,1.0,0.0,195009,casalina real estate,93,Evere
320,8865241,apartment,apartment,195000,for sale,1090,xl,installed,1990.0,good,electric,1.0,False,False,False,0.0,0.0,1573,hendrix immobilière,60,Jette
326,7976516,apartment,apartment,195000,for sale,6700,xl,semi equipped,1968.0,to renovate,fueloil,2.0,False,True,False,1.0,0.0,695471,double v immobilière,80,Arlon
327,8867572,apartment,apartment,195000,for sale,8301,xl,installed,1945.0,good,gas,1.0,False,False,False,0.0,0.0,204193,immo cauwe,47,Duinbergen
333,9001353,apartment,apartment,198000,for sale,8400,xl,installed,2006.0,good,electric,2.0,False,True,False,0.0,0.0,2252397,agence dermul,70,Ostende
334,8831587,apartment,apartment,198000,for sale,6600,xl,installed,1977.0,good,electric,2.0,False,True,False,0.0,0.0,5216,topimmo bastogne - arlon - neufchâteau,101,Bastogne
342,8983155,apartment,apartment,199000,for sale,4000,xl,installed,1966.0,as new,gas,2.0,False,True,False,0.0,1.0,2654558,allen keapler &amp; partners,90,Liege
345,8994387,apartment,apartment,200000,for sale,1150,xl,installed,1970.0,good,gas,1.0,False,False,False,0.0,0.0,3229424,delfimmo,57,Woluwe-Saint-Pierre
353,8790223,apartment,apartment,200000,for sale,4000,xl,usa hyper equipped,1960.0,good,gas,2.0,False,True,False,0.0,0.0,2916018,sky realty,95,Liege
366,8999789,apartment,apartment,209000,for sale,8670,xl,installed,1975.0,just renovated,gas,1.0,False,False,False,0.0,0.0,1096597,groep caenen oostduinkerke-koksijde-nieuwpoort,47,Koksijde
371,8988615,apartment,apartment,210000,for sale,3500,xl,installed,1977.0,to be done up,electric,2.0,False,True,False,2.0,1.0,1403075,trevi hasselt,90,Hasselt
372,8953080,apartment,apartment,210000,for sale,6900,xl,installed,1995.0,good,electric,2.0,False,True,False,0.0,1.0,3199919,easyhome immobilier,85,Marche-en-Famenne
373,8964930,apartment,apartment,210000,for sale,8370,xl,installed,1966.0,good,gas,2.0,False,True,False,1.0,0.0,2759428,immo marina,76,Blankenberge
375,8856979,apartment,apartment,210000,for sale,4000,xl,installed,2009.0,as new,gas,2.0,False,True,False,0.0,2.0,999811,engel &amp; völkers liège,90,Liege
386,8824249,apartment,apartment,215000,for sale,1070,xl,hyper equipped,2000.0,as new,electric,2.0,False,True,False,0.0,1.0,2347011,wellianss,91,Anderlecht
