,price,type,subtype,constructionYear,condition,room_number,cuisine_type,heatingType,mètres carrés,prix mètres carrés,parking extérieur,atticExists,basementExists,hasSwimmingPool,zip,city,municipalities,parking intérieur,lng,lat,id,company_name
2799,300000,house,house,1957.0,good,4.0,installed,electric,410,731.71,3.0,False,False,False,6600,Bastogne,Luxembourg,0.0,5.7153203,50.0009951,8865332,topimmo bastogne - arlon - neufchâteau
2800,300000,house,house,1957.0,good,4.0,installed,electric,410,731.71,3.0,False,False,False,6600,Longvilly,Luxembourg,0.0,5.8368151,50.0249524,8865332,topimmo bastogne - arlon - neufchâteau
2801,300000,house,house,1957.0,good,4.0,installed,electric,410,731.71,3.0,False,False,False,6600,Noville,Luxembourg,0.0,5.7616864,50.0651684,8865332,topimmo bastogne - arlon - neufchâteau
2802,300000,house,house,1957.0,good,4.0,installed,electric,410,731.71,3.0,False,False,False,6600,Villers-La-Bonne-Eau,Luxembourg,0.0,5.7477792,49.9345566,8865332,topimmo bastogne - arlon - neufchâteau
2803,300000,house,house,1957.0,good,4.0,installed,electric,410,731.71,3.0,False,False,False,6600,Wardin,Luxembourg,0.0,5.7857948,49.9902268,8865332,topimmo bastogne - arlon - neufchâteau
2804,310000,house,house,1998.0,good,3.0,installed,fueloil,246,1260.16,4.0,False,False,False,6600,Bastogne,Luxembourg,1.0,5.7153203,50.0009951,8977536,topimmo bastogne - arlon - neufchâteau
2805,310000,house,house,1998.0,good,3.0,installed,fueloil,246,1260.16,4.0,False,False,False,6600,Longvilly,Luxembourg,1.0,5.8368151,50.0249524,8977536,topimmo bastogne - arlon - neufchâteau
2806,310000,house,house,1998.0,good,3.0,installed,fueloil,246,1260.16,4.0,False,False,False,6600,Noville,Luxembourg,1.0,5.7616864,50.0651684,8977536,topimmo bastogne - arlon - neufchâteau
2807,310000,house,house,1998.0,good,3.0,installed,fueloil,246,1260.16,4.0,False,False,False,6600,Villers-La-Bonne-Eau,Luxembourg,1.0,5.7477792,49.9345566,8977536,topimmo bastogne - arlon - neufchâteau
2808,310000,house,house,1998.0,good,3.0,installed,fueloil,246,1260.16,4.0,False,False,False,6600,Wardin,Luxembourg,1.0,5.7857948,49.9902268,8977536,topimmo bastogne - arlon - neufchâteau
2809,145000,house,house,1949.0,good,3.0,semi equipped,fueloil,3,48333.33,0.0,False,False,False,6600,Bastogne,Luxembourg,1.0,5.7153203,50.0009951,8944114,bd immo
2810,145000,house,house,1949.0,good,3.0,semi equipped,fueloil,3,48333.33,0.0,False,False,False,6600,Longvilly,Luxembourg,1.0,5.8368151,50.0249524,8944114,bd immo
2811,145000,house,house,1949.0,good,3.0,semi equipped,fueloil,3,48333.33,0.0,False,False,False,6600,Noville,Luxembourg,1.0,5.7616864,50.0651684,8944114,bd immo
2812,145000,house,house,1949.0,good,3.0,semi equipped,fueloil,3,48333.33,0.0,False,False,False,6600,Villers-La-Bonne-Eau,Luxembourg,1.0,5.7477792,49.9345566,8944114,bd immo
2813,145000,house,house,1949.0,good,3.0,semi equipped,fueloil,3,48333.33,0.0,False,False,False,6600,Wardin,Luxembourg,1.0,5.7857948,49.9902268,8944114,bd immo
2814,190000,house,house,1979.0,just renovated,3.0,installed,fueloil,3,63333.33,0.0,False,True,False,6600,Bastogne,Luxembourg,2.0,5.7153203,50.0009951,8870035,bd immo
2815,190000,house,house,1979.0,just renovated,3.0,installed,fueloil,3,63333.33,0.0,False,True,False,6600,Longvilly,Luxembourg,2.0,5.8368151,50.0249524,8870035,bd immo
2816,190000,house,house,1979.0,just renovated,3.0,installed,fueloil,3,63333.33,0.0,False,True,False,6600,Noville,Luxembourg,2.0,5.7616864,50.0651684,8870035,bd immo
2817,190000,house,house,1979.0,just renovated,3.0,installed,fueloil,3,63333.33,0.0,False,True,False,6600,Villers-La-Bonne-Eau,Luxembourg,2.0,5.7477792,49.9345566,8870035,bd immo
2818,190000,house,house,1979.0,just renovated,3.0,installed,fueloil,3,63333.33,0.0,False,True,False,6600,Wardin,Luxembourg,2.0,5.7857948,49.9902268,8870035,bd immo
2819,650000,house,apartment block,1950.0,good,11.0,installed,electric,11,59090.91,12.0,False,False,False,6600,Bastogne,Luxembourg,0.0,5.7153203,50.0009951,9043652,topimmo bastogne - arlon - neufchâteau
2820,650000,house,apartment block,1950.0,good,11.0,installed,electric,11,59090.91,12.0,False,False,False,6600,Longvilly,Luxembourg,0.0,5.8368151,50.0249524,9043652,topimmo bastogne - arlon - neufchâteau
2821,650000,house,apartment block,1950.0,good,11.0,installed,electric,11,59090.91,12.0,False,False,False,6600,Noville,Luxembourg,0.0,5.7616864,50.0651684,9043652,topimmo bastogne - arlon - neufchâteau
2822,650000,house,apartment block,1950.0,good,11.0,installed,electric,11,59090.91,12.0,False,False,False,6600,Villers-La-Bonne-Eau,Luxembourg,0.0,5.7477792,49.9345566,9043652,topimmo bastogne - arlon - neufchâteau
2823,650000,house,apartment block,1950.0,good,11.0,installed,electric,11,59090.91,12.0,False,False,False,6600,Wardin,Luxembourg,0.0,5.7857948,49.9902268,9043652,topimmo bastogne - arlon - neufchâteau
2824,455000,apartment,penthouse,2012.0,as new,3.0,not installed,gas,124,3669.35,0.0,False,False,False,1410,Waterloo,Walloon Brabant,0.0,4.3978047,50.7173563,8312581,thomas &amp; piron - bâtiment
2825,327000,apartment,apartment,1969.0,as new,2.0,hyper equipped,fueloil,85,3847.06,1.0,False,True,False,1410,Waterloo,Walloon Brabant,0.0,4.3978047,50.7173563,8836534,cap sud braine waterloo
2826,598500,apartment,ground floor,2016.0,as new,2.0,installed,pellet,115,5204.35,0.0,False,True,False,1410,Waterloo,Walloon Brabant,0.0,4.3978047,50.7173563,9036489,place 4 you
2827,350000,apartment,apartment,1958.0,good,3.0,installed,gas,130,2692.31,1.0,False,False,False,1410,Waterloo,Walloon Brabant,0.0,4.3978047,50.7173563,8747376,op - office des propriétaires
2828,295000,apartment,apartment,1992.0,good,3.0,installed,gas,105,2809.52,1.0,False,True,False,1410,Waterloo,Walloon Brabant,1.0,4.3978047,50.7173563,8997976,welcome immobilière
2829,399000,apartment,duplex,2019.0,as new,3.0,usa hyper equipped,gas,150,2660.0,1.0,False,True,False,1410,Waterloo,Walloon Brabant,1.0,4.3978047,50.7173563,8934903,trevi brabant
2830,425000,apartment,duplex,2019.0,as new,4.0,usa hyper equipped,gas,165,2575.76,1.0,False,True,False,1410,Waterloo,Walloon Brabant,1.0,4.3978047,50.7173563,8880985,trevi brabant
2831,470000,apartment,apartment,2010.0,as new,2.0,hyper equipped,gas,120,3916.67,1.0,False,True,False,1410,Waterloo,Walloon Brabant,1.0,4.3978047,50.7173563,8991559,immo palmina
2832,698000,apartment,penthouse,2007.0,just renovated,3.0,usa hyper equipped,gas,175,3988.57,0.0,False,True,False,1410,Waterloo,Walloon Brabant,2.0,4.3978047,50.7173563,8794310,lw home
2833,330000,apartment,apartment,1971.0,good,2.0,hyper equipped,gas,85,3882.35,1.0,False,False,False,1410,Waterloo,Walloon Brabant,0.0,4.3978047,50.7173563,9037510,engel &amp; völkers waterloo
2834,449000,apartment,apartment,2018.0,good,3.0,installed,gas,135,3325.93,0.0,False,True,False,1410,Waterloo,Walloon Brabant,1.0,4.3978047,50.7173563,8934614,lw home
2835,249500,apartment,service flat,2016.0,as new,1.0,usa installed,gas,50,4990.0,0.0,False,False,True,1410,Waterloo,Walloon Brabant,0.0,4.3978047,50.7173563,8568049,clintimmo
2836,400000,apartment,apartment,2022.0,as new,3.0,usa hyper equipped,gas,139,2877.7,1.0,False,True,False,1410,Waterloo,Walloon Brabant,0.0,4.3978047,50.7173563,8981455,immo références
2837,370000,apartment,apartment,2022.0,as new,2.0,usa hyper equipped,gas,120,3083.33,1.0,False,True,False,1410,Waterloo,Walloon Brabant,0.0,4.3978047,50.7173563,8890420,immo références
2838,274500,apartment,apartment,1956.0,just renovated,2.0,installed,gas,85,3229.41,0.0,False,False,False,1410,Waterloo,Walloon Brabant,1.0,4.3978047,50.7173563,9023559,engel &amp; völkers waterloo
2839,389000,house,town house,1960.0,just renovated,3.0,hyper equipped,gas,190,2047.37,1.0,True,True,False,1410,Waterloo,Walloon Brabant,1.0,4.3978047,50.7173563,9032903,marcoux &amp; vrancx
2840,630000,house,villa,1956.0,good,3.0,installed,fueloil,260,2423.08,2.0,False,True,False,1410,Waterloo,Walloon Brabant,1.0,4.3978047,50.7173563,9014086,marcoux &amp; vrancx
2841,750000,house,villa,1988.0,good,5.0,installed,electric,270,2777.78,5.0,True,True,True,1410,Waterloo,Walloon Brabant,3.0,4.3978047,50.7173563,8621534,marcoux &amp; vrancx
2842,1750000,house,exceptional property,1996.0,as new,4.0,hyper equipped,gas,500,3500.0,4.0,False,True,False,1410,Waterloo,Walloon Brabant,2.0,4.3978047,50.7173563,8932310,immotarget
2843,384000,house,house,1960.0,to be done up,2.0,installed,gas,120,3200.0,2.0,False,True,False,1410,Waterloo,Walloon Brabant,0.0,4.3978047,50.7173563,8745110,delfimmo
2844,625000,house,villa,1975.0,to renovate,5.0,usa hyper equipped,gas,240,2604.17,2.0,False,True,False,1410,Waterloo,Walloon Brabant,1.0,4.3978047,50.7173563,8901719,cap sud braine waterloo
2845,2450000,house,villa,1990.0,as new,4.0,hyper equipped,gas,750,3266.67,3.0,True,True,True,1410,Waterloo,Walloon Brabant,2.0,4.3978047,50.7173563,8955752,lavane sprl
2846,699000,house,villa,1994.0,as new,5.0,hyper equipped,gas,300,2330.0,4.0,True,True,False,1410,Waterloo,Walloon Brabant,2.0,4.3978047,50.7173563,8882902,immo belvedere
2847,1290000,house,house,1970.0,as new,7.0,hyper equipped,gas,440,2931.82,2.0,True,False,True,1410,Waterloo,Walloon Brabant,2.0,4.3978047,50.7173563,8627846,cap sud braine waterloo
2848,799000,house,villa,1970.0,as new,5.0,hyper equipped,gas,250,3196.0,2.0,False,True,False,1410,Waterloo,Walloon Brabant,2.0,4.3978047,50.7173563,9037485,engel &amp; völkers waterloo
2849,675000,house,villa,1980.0,good,5.0,installed,gas,234,2884.62,3.0,False,True,False,1410,Waterloo,Walloon Brabant,1.0,4.3978047,50.7173563,9033874,engel &amp; völkers waterloo
2850,349000,house,house,1930.0,to renovate,5.0,installed,gas,230,1517.39,0.0,True,True,False,1410,Waterloo,Walloon Brabant,0.0,4.3978047,50.7173563,9023484,trior waterloo
2851,495000,house,mixed use building,1900.0,good,3.0,installed,gas,276,1793.48,0.0,True,False,False,1410,Waterloo,Walloon Brabant,0.0,4.3978047,50.7173563,8988493,immo palmina
2852,530000,house,villa,1970.0,to renovate,5.0,not installed,gas,250,2120.0,4.0,True,True,False,1410,Waterloo,Walloon Brabant,1.0,4.3978047,50.7173563,9003291,trior waterloo
2853,785000,house,villa,2012.0,as new,5.0,hyper equipped,gas,270,2907.41,1.0,True,False,False,1410,Waterloo,Walloon Brabant,1.0,4.3978047,50.7173563,9015090,trior waterloo
2854,995000,house,villa,1976.0,just renovated,8.0,hyper equipped,gas,550,1809.09,4.0,True,True,False,1410,Waterloo,Walloon Brabant,1.0,4.3978047,50.7173563,8981796,latour et petit vente
2855,1100000,house,exceptional property,1920.0,good,6.0,hyper equipped,fueloil,360,3055.56,10.0,False,True,True,1410,Waterloo,Walloon Brabant,2.0,4.3978047,50.7173563,9003032,trior waterloo
2856,265000,house,house,1830.0,to renovate,3.0,not installed,gas,120,2208.33,0.0,False,True,False,1410,Waterloo,Walloon Brabant,0.0,4.3978047,50.7173563,9018815,cap sud braine waterloo
2857,365000,house,house,1958.0,as new,2.0,hyper equipped,gas,142,2570.42,0.0,False,True,False,1410,Waterloo,Walloon Brabant,1.0,4.3978047,50.7173563,8899949,cap sud braine waterloo
2858,395000,house,house,1965.0,to be done up,3.0,installed,gas,130,3038.46,3.0,True,True,False,1410,Waterloo,Walloon Brabant,1.0,4.3978047,50.7173563,9007335,trior waterloo
2859,498000,house,villa,1966.0,to renovate,5.0,not installed,gas,247,2016.19,2.0,True,False,False,1410,Waterloo,Walloon Brabant,1.0,4.3978047,50.7173563,8961999,latour et petit vente
2860,675000,house,villa,1980.0,good,5.0,usa hyper equipped,gas,234,2884.62,3.0,True,True,False,1410,Waterloo,Walloon Brabant,1.0,4.3978047,50.7173563,8981794,latour et petit vente
2861,395000,house,house,1979.0,good,3.0,hyper equipped,electric,158,2500.0,1.0,True,False,False,1410,Waterloo,Walloon Brabant,1.0,4.3978047,50.7173563,9004891,cap sud braine waterloo
2862,399000,house,house,1964.0,to be done up,3.0,semi equipped,gas,165,2418.18,1.0,True,True,False,1410,Waterloo,Walloon Brabant,1.0,4.3978047,50.7173563,9003975,home sweet home
2863,475000,house,house,1971.0,to be done up,3.0,installed,gas,125,3800.0,2.0,True,True,False,1410,Waterloo,Walloon Brabant,2.0,4.3978047,50.7173563,9009680,engel &amp; völkers waterloo
2864,690000,house,villa,1972.0,good,6.0,installed,fueloil,276,2500.0,2.0,False,True,False,1410,Waterloo,Walloon Brabant,5.0,4.3978047,50.7173563,8863087,century 21 immo dewaele
2865,785000,house,villa,2011.0,as new,5.0,installed,gas,270,2907.41,1.0,False,False,False,1410,Waterloo,Walloon Brabant,2.0,4.3978047,50.7173563,9015107,espace immo brussels est
2866,750000,house,villa,1975.0,good,4.0,installed,fueloil,235,3191.49,5.0,True,False,False,1410,Waterloo,Walloon Brabant,2.0,4.3978047,50.7173563,8992123,wellianss
2867,349000,house,house,1965.0,good,3.0,semi equipped,gas,115,3034.78,3.0,True,True,False,1410,Waterloo,Walloon Brabant,1.0,4.3978047,50.7173563,9019240,immo willaerts
2868,595000,house,villa,1959.0,to be done up,4.0,installed,gas,170,3500.0,0.0,True,True,False,1410,Waterloo,Walloon Brabant,2.0,4.3978047,50.7173563,8996147,engel &amp; völkers waterloo
2869,495000,house,house,1962.0,good,3.0,hyper equipped,gas,220,2250.0,2.0,False,True,False,1410,Waterloo,Walloon Brabant,2.0,4.3978047,50.7173563,8789012,century 21 immo dewaele
2870,570000,house,villa,1972.0,to be done up,5.0,installed,fueloil,238,2394.96,2.0,False,True,False,1410,Waterloo,Walloon Brabant,1.0,4.3978047,50.7173563,8877547,immo palmina
2871,595000,house,villa,1900.0,good,4.0,usa hyper equipped,gas,4,148750.0,5.0,True,False,True,1410,Waterloo,Walloon Brabant,0.0,4.3978047,50.7173563,8997864,trior waterloo
2872,595000,house,villa,2005.0,good,3.0,hyper equipped,gas,255,2333.33,2.0,False,True,False,1410,Waterloo,Walloon Brabant,1.0,4.3978047,50.7173563,9007084,cap sud braine waterloo
2873,630000,house,villa,2008.0,as new,5.0,hyper equipped,gas,230,2739.13,2.0,True,False,False,1410,Waterloo,Walloon Brabant,0.0,4.3978047,50.7173563,9019894,immo palmina
2874,799000,house,house,1907.0,good,5.0,hyper equipped,gas,370,2159.46,3.0,False,True,False,1410,Waterloo,Walloon Brabant,4.0,4.3978047,50.7173563,9011699,braxel
2875,995000,house,villa,1945.0,as new,4.0,hyper equipped,gas,338,2943.79,3.0,False,True,False,1410,Waterloo,Walloon Brabant,0.0,4.3978047,50.7173563,9024015,engel &amp; völkers waterloo
2876,275000,house,house,1951.0,to renovate,3.0,not installed,gas,159,1729.56,0.0,True,True,False,1410,Waterloo,Walloon Brabant,0.0,4.3978047,50.7173563,9024660,cap sud braine waterloo
2877,765000,house,villa,1972.0,good,4.0,hyper equipped,gas,270,2833.33,21.0,True,True,False,1410,Waterloo,Walloon Brabant,0.0,4.3978047,50.7173563,9011937,immo palmina
2878,2200000,house,mixed use building,2015.0,as new,0.0,hyper equipped,gas,870,2528.74,0.0,False,True,False,1410,Waterloo,Walloon Brabant,7.0,4.3978047,50.7173563,8998115,find immo
2879,1725000,house,villa,1946.0,just renovated,6.0,hyper equipped,gas,425,4058.82,3.0,False,True,True,1410,Waterloo,Walloon Brabant,2.0,4.3978047,50.7173563,8942958,archybald
2880,1750000,house,villa,1996.0,as new,4.0,hyper equipped,gas,750,2333.33,5.0,True,True,False,1410,Waterloo,Walloon Brabant,2.0,4.3978047,50.7173563,8946863,archybald
2881,795000,apartment,penthouse,2019.0,as new,2.0,hyper equipped,gas,138,5760.87,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,1.0,4.4432967,50.8292429,8977504,bathim &amp; co
2882,200000,apartment,apartment,1970.0,good,1.0,installed,gas,57,3508.77,0.0,False,False,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,0.0,4.4432967,50.8292429,8994387,delfimmo
2883,269000,apartment,apartment,1998.0,as new,1.0,usa hyper equipped,gas,55,4890.91,1.0,False,False,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,0.0,4.4432967,50.8292429,9000079,abita agence immobilière scrl
2884,549000,apartment,apartment,1957.0,just renovated,4.0,installed,gas,170,3229.41,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,1.0,4.4432967,50.8292429,8461678,upgrade immo
2885,875000,apartment,apartment,1957.0,as new,2.0,hyper equipped,gas,180,4861.11,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,2.0,4.4432967,50.8292429,8770436,residency
2886,1435000,apartment,penthouse,2020.0,as new,3.0,usa hyper equipped,gas,202,7103.96,2.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,0.0,4.4432967,50.8292429,8997633,victoire (immobilier neuf)
2887,1335000,apartment,penthouse,2021.0,as new,3.0,usa hyper equipped,gas,212,6297.17,2.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,0.0,4.4432967,50.8292429,9000077,victoire (immobilier neuf)
2888,990000,apartment,triplex,1967.0,good,6.0,hyper equipped,fueloil,485,2041.24,3.0,True,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,1.0,4.4432967,50.8292429,8857510,sorimo  - bruxelles
2889,390000,apartment,apartment,1966.0,to be done up,3.0,installed,gas,130,3000.0,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,1.0,4.4432967,50.8292429,8995038,expertissimmo
2890,250000,apartment,apartment,1967.0,as new,2.0,installed,gas,85,2941.18,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,0.0,4.4432967,50.8292429,8884869,sorimo  - bruxelles
2891,399000,apartment,apartment,1958.0,to be done up,3.0,installed,gas,125,3192.0,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,1.0,4.4432967,50.8292429,8868212,the bridge
2892,290000,apartment,apartment,1965.0,as new,1.0,hyper equipped,fueloil,80,3625.0,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,0.0,4.4432967,50.8292429,9032185,sorimo  - bruxelles
2893,295000,apartment,apartment,1956.0,as new,2.0,usa hyper equipped,gas,79,3734.18,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,9.0,4.4432967,50.8292429,8993533,by the way
2894,345000,apartment,apartment,1971.0,to be done up,3.0,hyper equipped,gas,125,2760.0,1.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,1.0,4.4432967,50.8292429,9017396,sorimo  - bruxelles
2895,1170000,apartment,apartment,2008.0,as new,4.0,hyper equipped,gas,308,3798.7,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,2.0,4.4432967,50.8292429,8916043,nmb
2896,1435000,apartment,penthouse,2019.0,as new,3.0,hyper equipped,gas,202,7103.96,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,0.0,4.4432967,50.8292429,8892315,latour et petit vente
2897,1335000,apartment,apartment,2020.0,as new,3.0,hyper equipped,gas,212,6297.17,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,0.0,4.4432967,50.8292429,9034492,latour et petit vente
2898,450000,apartment,apartment,2020.0,as new,2.0,usa hyper equipped,gas,90,5000.0,1.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,1.0,4.4432967,50.8292429,8840637,eurohouse sa
2899,600000,apartment,apartment,1958.0,as new,3.0,installed,fueloil,195,3076.92,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,1.0,4.4432967,50.8292429,9030668,lecobel  vaneau bruxelles  est
2900,229000,apartment,duplex,1911.0,to be done up,1.0,usa hyper equipped,gas,68,3367.65,0.0,False,False,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,0.0,4.4432967,50.8292429,8924885,century 21 wolu way
2901,420000,apartment,apartment,1991.0,as new,2.0,installed,gas,90,4666.67,1.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,1.0,4.4432967,50.8292429,8822172,latour et petit vente
2902,435000,apartment,apartment,1967.0,just renovated,3.0,hyper equipped,gas,120,3625.0,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,1.0,4.4432967,50.8292429,9002389,eurohouse sa
2903,435000,apartment,apartment,1988.0,good,3.0,installed,gas,100,4350.0,1.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,1.0,4.4432967,50.8292429,8995738,latour et petit vente
2904,495000,apartment,apartment,1980.0,good,2.0,hyper equipped,gas,166,2981.93,3.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,3.0,4.4432967,50.8292429,8884051,lecobel  vaneau bruxelles  est
2905,600000,apartment,apartment,1988.0,as new,3.0,installed,gas,130,4615.38,2.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,2.0,4.4432967,50.8292429,8905433,latour et petit vente
2906,615000,apartment,apartment,2003.0,as new,3.0,hyper equipped,gas,177,3474.58,1.0,False,False,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,1.0,4.4432967,50.8292429,8931976,latour et petit vente
2907,650000,apartment,penthouse,1965.0,as new,5.0,not installed,fueloil,190,3421.05,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,0.0,4.4432967,50.8292429,8598209,sorimo  - bruxelles
2908,1396000,apartment,penthouse,2020.0,just renovated,4.0,usa hyper equipped,gas,217,6433.18,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,2.0,4.4432967,50.8292429,9033896,frime invest
2909,795000,apartment,penthouse,2020.0,as new,2.0,usa installed,gas,138,5760.87,1.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,0.0,4.4432967,50.8292429,8975953,brussels sotheby’s  realty - nd
2910,480000,apartment,apartment,2001.0,good,3.0,installed,gas,145,3310.34,1.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,0.0,4.4432967,50.8292429,8992655,capitalis
2911,1295000,apartment,apartment,2015.0,as new,3.0,hyper equipped,gas,210,6166.67,5.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,1.0,4.4432967,50.8292429,9003125,latour et petit vente
2912,775000,apartment,penthouse,1970.0,to renovate,3.0,installed,electric,180,4305.56,0.0,True,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,2.0,4.4432967,50.8292429,9029911,immobilière le lion
2913,555000,apartment,apartment,2020.0,just renovated,2.0,hyper equipped,gas,94,5904.26,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,2.0,4.4432967,50.8292429,9027095,frime invest
2914,1200000,apartment,apartment,2015.0,as new,2.0,usa hyper equipped,gas,150,8000.0,3.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,3.0,4.4432967,50.8292429,9021681,latour et petit vente
2915,249000,apartment,penthouse,1980.0,good,1.0,installed,gas,50,4980.0,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,1.0,4.4432967,50.8292429,8757510,sorimo  - bruxelles
2916,340000,apartment,apartment,1973.0,to be done up,2.0,installed,gas,100,3400.0,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,1.0,4.4432967,50.8292429,8961997,latour et petit vente
2917,345000,apartment,apartment,1960.0,as new,2.0,hyper equipped,gas,75,4600.0,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,0.0,4.4432967,50.8292429,8847249,victoire (vente)
2918,459000,apartment,penthouse,1989.0,good,2.0,installed,gas,110,4172.73,1.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,0.0,4.4432967,50.8292429,8851453,immobilière grand place
2919,900000,apartment,penthouse,1991.0,as new,4.0,hyper equipped,gas,215,4186.05,2.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,2.0,4.4432967,50.8292429,8822174,latour et petit vente
2920,695000,apartment,apartment,2015.0,as new,2.0,hyper equipped,gas,140,4964.29,1.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,2.0,4.4432967,50.8292429,9034532,victoire (vente)
2921,555000,apartment,apartment,2020.0,just renovated,2.0,hyper equipped,gas,94,5904.26,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,2.0,4.4432967,50.8292429,9026868,frime invest
2922,415000,apartment,apartment,2018.0,as new,2.0,hyper equipped,gas,112,3705.36,1.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,1.0,4.4432967,50.8292429,9000117,inm group - spagnolo &amp; manouvrier
2923,540000,apartment,apartment,2020.0,just renovated,2.0,hyper equipped,gas,94,5744.68,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,2.0,4.4432967,50.8292429,9025833,frime invest
2924,270000,apartment,ground floor,1966.0,good,2.0,installed,gas,85,3176.47,1.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,0.0,4.4432967,50.8292429,8771536,sorimo  - bruxelles
2925,695000,apartment,apartment,2015.0,as new,2.0,hyper equipped,gas,140,4964.29,5.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,1.0,4.4432967,50.8292429,9003126,latour et petit vente
2926,745000,apartment,ground floor,1936.0,good,3.0,hyper equipped,gas,290,2568.97,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,1.0,4.4432967,50.8292429,8950328,engel &amp; vÖlkers montgomery
2927,650000,apartment,ground floor,1989.0,as new,3.0,installed,gas,180,3611.11,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,1.0,4.4432967,50.8292429,8976363,immobilière grand place
2928,495000,apartment,apartment,2020.0,just renovated,2.0,hyper equipped,gas,97,5103.09,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,2.0,4.4432967,50.8292429,9024343,frime invest
2929,1295000,apartment,penthouse,2015.0,as new,3.0,hyper equipped,gas,210,6166.67,1.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,2.0,4.4432967,50.8292429,8968465,victoire (vente)
2930,485000,apartment,apartment,2020.0,just renovated,1.0,hyper equipped,gas,90,5388.89,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,2.0,4.4432967,50.8292429,9024170,frime invest
2931,525000,apartment,ground floor,2019.0,as new,2.0,installed,gas,95,5526.32,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,0.0,4.4432967,50.8292429,8280954,antonissen project management
2932,650000,apartment,apartment,1990.0,as new,2.0,hyper equipped,gas,180,3611.11,1.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,0.0,4.4432967,50.8292429,9014542,latour et petit vente
2933,695000,apartment,ground floor,2015.0,as new,2.0,hyper equipped,gas,125,5560.0,1.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,2.0,4.4432967,50.8292429,8961905,victoire (vente)
2934,295000,apartment,apartment,1960.0,as new,1.0,usa hyper equipped,gas,65,4538.46,0.0,False,True,False,1150,Woluwe-Saint-Pierre,Brussels Capital Region,0.0,4.4432967,50.8292429,9043513,latour et petit vente
