,price,constructionYear,room_number,mètres carrés,prix mètres carrés,parking extérieur,atticExists,basementExists,hasSwimmingPool,zip,city,municipalities,parking intérieur,lng,lat,id,company_name,type_is_apartment,type_is_house,subtype_is_apartment,subtype_is_apartment block,subtype_is_bungalow,subtype_is_castle,subtype_is_chalet,subtype_is_country cottage,subtype_is_duplex,subtype_is_exceptional property,subtype_is_farmhouse,subtype_is_flat studio,subtype_is_ground floor,subtype_is_house,subtype_is_loft,subtype_is_manor house,subtype_is_mansion,subtype_is_mixed use building,subtype_is_other property,subtype_is_penthouse,subtype_is_service flat,subtype_is_town house,subtype_is_triplex,subtype_is_villa,cuisine_type_is_hyper equipped,cuisine_type_is_installed,cuisine_type_is_not installed,cuisine_type_is_semi equipped,cuisine_type_is_usa hyper equipped,cuisine_type_is_usa installed,cuisine_type_is_usa semi equipped,cuisine_type_is_usa uninstalled,condition_is_as new,condition_is_good,condition_is_just renovated,condition_is_to be done up,condition_is_to renovate,condition_is_to restore,heatingType_is_carbon,heatingType_is_electric,heatingType_is_fueloil,heatingType_is_gas,heatingType_is_pellet,heatingType_is_solar,heatingType_is_wood
30,1485000,1950.0,3.0,175,8485.71,0.0,False,True,False,1050,Ixelles,Brussels Capital Region,0.0,4.3815707,50.8222854,8591560,orientations,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,1550000,1992.0,4.0,338,4585.8,0.0,False,True,False,1050,Ixelles,Brussels Capital Region,2.0,4.3815707,50.8222854,8966827,upgrade immo,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
32,520000,2018.0,3.0,116,4482.76,1.0,False,True,False,1050,Ixelles,Brussels Capital Region,0.0,4.3815707,50.8222854,8977544,lecobel vaneau vente neuf,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,630000,2018.0,2.0,106,5943.4,1.0,False,True,False,1050,Ixelles,Brussels Capital Region,1.0,4.3815707,50.8222854,8808552,lecobel vaneau vente neuf,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,1550000,2016.0,3.0,214,7242.99,1.0,False,True,False,1050,Ixelles,Brussels Capital Region,0.0,4.3815707,50.8222854,8590303,rainbow properties,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,249000,1941.0,1.0,60,4150.0,0.0,False,False,False,1050,Ixelles,Brussels Capital Region,0.0,4.3815707,50.8222854,9028324,home horizon sprl,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
36,220000,2019.0,0.0,49,4489.8,11.0,False,False,False,1050,Ixelles,Brussels Capital Region,5.0,4.3815707,50.8222854,8394866,thomas &amp; piron - bâtiment,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,210000,1966.0,1.0,50,4200.0,0.0,False,True,False,1050,Ixelles,Brussels Capital Region,0.0,4.3815707,50.8222854,8839129,latour et petit vente,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
38,685000,1934.0,3.0,148,4628.38,1.0,False,True,False,1050,Ixelles,Brussels Capital Region,1.0,4.3815707,50.8222854,9023409,louise properties,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
39,1200000,1844.0,3.0,210,5714.29,0.0,False,True,False,1050,Ixelles,Brussels Capital Region,0.0,4.3815707,50.8222854,9000661,real lab,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
40,602000,2021.0,3.0,124,4854.84,2.0,False,True,False,1050,Ixelles,Brussels Capital Region,0.0,4.3815707,50.8222854,8992010,victoire (immobilier neuf),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
41,1575000,1925.0,2.0,260,6057.69,0.0,False,False,False,1050,Ixelles,Brussels Capital Region,0.0,4.3815707,50.8222854,9034671,cd properties,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42,280000,2020.0,0.0,55,5090.91,0.0,False,False,False,1050,Ixelles,Brussels Capital Region,0.0,4.3815707,50.8222854,9014524,noa  real estate,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
43,345000,2018.0,1.0,83,4156.63,1.0,False,True,False,1050,Ixelles,Brussels Capital Region,1.0,4.3815707,50.8222854,8953588,lecobel vaneau vente neuf,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44,445000,2020.0,1.0,85,5235.29,0.0,False,True,False,1050,Ixelles,Brussels Capital Region,0.0,4.3815707,50.8222854,8946954,montois immobilier,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
45,1900000,2018.0,3.0,285,6666.67,1.0,False,True,False,1050,Ixelles,Brussels Capital Region,0.0,4.3815707,50.8222854,8940467,lecobel vaneau vente neuf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
46,1537000,2017.0,2.0,160,9606.25,0.0,False,True,False,1050,Ixelles,Brussels Capital Region,0.0,4.3815707,50.8222854,7759215,engel &amp; völkers brussels projects - projets neufs,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
47,1839000,2017.0,3.0,203,9059.11,0.0,False,True,False,1050,Ixelles,Brussels Capital Region,0.0,4.3815707,50.8222854,7759216,engel &amp; völkers brussels projects - projets neufs,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
48,3324000,2017.0,3.0,308,10792.21,0.0,False,True,False,1050,Ixelles,Brussels Capital Region,0.0,4.3815707,50.8222854,8429808,engel &amp; völkers brussels projects - projets neufs,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
