,price,constructionYear,room_number,mètres carrés,prix mètres carrés,parking extérieur,atticExists,basementExists,hasSwimmingPool,zip,city,municipalities,parking intérieur,lng,lat,id,company_name,type_is_apartment,type_is_house,subtype_is_apartment,subtype_is_apartment block,subtype_is_bungalow,subtype_is_castle,subtype_is_chalet,subtype_is_country cottage,subtype_is_duplex,subtype_is_exceptional property,subtype_is_farmhouse,subtype_is_flat studio,subtype_is_ground floor,subtype_is_house,subtype_is_loft,subtype_is_manor house,subtype_is_mansion,subtype_is_mixed use building,subtype_is_other property,subtype_is_penthouse,subtype_is_service flat,subtype_is_town house,subtype_is_triplex,subtype_is_villa,cuisine_type_is_hyper equipped,cuisine_type_is_installed,cuisine_type_is_not installed,cuisine_type_is_semi equipped,cuisine_type_is_usa hyper equipped,cuisine_type_is_usa installed,cuisine_type_is_usa semi equipped,cuisine_type_is_usa uninstalled,condition_is_as new,condition_is_good,condition_is_just renovated,condition_is_to be done up,condition_is_to renovate,condition_is_to restore,heatingType_is_carbon,heatingType_is_electric,heatingType_is_fueloil,heatingType_is_gas,heatingType_is_pellet,heatingType_is_solar,heatingType_is_wood
3388,185000,2009.0,2.0,85,2176.47,0.0,True,False,False,4500,Ben-Ahin,Liege,1.0,5.1773498,50.5033196,9002896,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3389,185000,2009.0,2.0,85,2176.47,0.0,True,False,False,4500,Huy,Liege,1.0,5.2357453000000005,50.5215385,9002896,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3390,185000,2009.0,2.0,85,2176.47,0.0,True,False,False,4500,Tihange,Liege,1.0,5.259369,50.527586,9002896,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3391,225000,2009.0,3.0,120,1875.0,2.0,False,False,False,4500,Ben-Ahin,Liege,1.0,5.1773498,50.5033196,8885231,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3392,225000,2009.0,3.0,120,1875.0,2.0,False,False,False,4500,Huy,Liege,1.0,5.2357453000000005,50.5215385,8885231,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3393,225000,2009.0,3.0,120,1875.0,2.0,False,False,False,4500,Tihange,Liege,1.0,5.259369,50.527586,8885231,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3394,265000,1963.0,3.0,118,2245.76,0.0,False,True,True,4500,Ben-Ahin,Liege,0.0,5.1773498,50.5033196,8785498,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3395,265000,1963.0,3.0,118,2245.76,0.0,False,True,True,4500,Huy,Liege,0.0,5.2357453000000005,50.5215385,8785498,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3396,265000,1963.0,3.0,118,2245.76,0.0,False,True,True,4500,Tihange,Liege,0.0,5.259369,50.527586,8785498,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3397,325000,1920.0,3.0,322,1009.32,0.0,True,True,False,4500,Ben-Ahin,Liege,0.0,5.1773498,50.5033196,8990480,label immo sprl,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3398,325000,1920.0,3.0,322,1009.32,0.0,True,True,False,4500,Huy,Liege,0.0,5.2357453000000005,50.5215385,8990480,label immo sprl,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3399,325000,1920.0,3.0,322,1009.32,0.0,True,True,False,4500,Tihange,Liege,0.0,5.259369,50.527586,8990480,label immo sprl,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3400,325000,1920.0,3.0,322,1009.32,0.0,True,True,False,4500,Ben-Ahin,Liege,0.0,5.1773498,50.5033196,8988373,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3401,325000,1920.0,3.0,322,1009.32,0.0,True,True,False,4500,Huy,Liege,0.0,5.2357453000000005,50.5215385,8988373,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3402,325000,1920.0,3.0,322,1009.32,0.0,True,True,False,4500,Tihange,Liege,0.0,5.259369,50.527586,8988373,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3403,425000,1950.0,5.0,400,1062.5,0.0,True,True,False,4500,Ben-Ahin,Liege,2.0,5.1773498,50.5033196,8730846,label immo sprl,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3404,425000,1950.0,5.0,400,1062.5,0.0,True,True,False,4500,Huy,Liege,2.0,5.2357453000000005,50.5215385,8730846,label immo sprl,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3405,425000,1950.0,5.0,400,1062.5,0.0,True,True,False,4500,Tihange,Liege,2.0,5.259369,50.527586,8730846,label immo sprl,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3406,425000,1950.0,5.0,400,1062.5,0.0,True,True,False,4500,Ben-Ahin,Liege,2.0,5.1773498,50.5033196,8734225,label immo sprl,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3407,425000,1950.0,5.0,400,1062.5,0.0,True,True,False,4500,Huy,Liege,2.0,5.2357453000000005,50.5215385,8734225,label immo sprl,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3408,425000,1950.0,5.0,400,1062.5,0.0,True,True,False,4500,Tihange,Liege,2.0,5.259369,50.527586,8734225,label immo sprl,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3409,475000,1800.0,4.0,320,1484.38,0.0,False,True,False,4500,Ben-Ahin,Liege,0.0,5.1773498,50.5033196,8963279,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3410,475000,1800.0,4.0,320,1484.38,0.0,False,True,False,4500,Huy,Liege,0.0,5.2357453000000005,50.5215385,8963279,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3411,475000,1800.0,4.0,320,1484.38,0.0,False,True,False,4500,Tihange,Liege,0.0,5.259369,50.527586,8963279,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3412,555000,1996.0,6.0,430,1290.7,6.0,True,True,False,4500,Ben-Ahin,Liege,2.0,5.1773498,50.5033196,8951350,label immo sprl,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3413,555000,1996.0,6.0,430,1290.7,6.0,True,True,False,4500,Huy,Liege,2.0,5.2357453000000005,50.5215385,8951350,label immo sprl,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3414,555000,1996.0,6.0,430,1290.7,6.0,True,True,False,4500,Tihange,Liege,2.0,5.259369,50.527586,8951350,label immo sprl,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3415,159000,1874.0,2.0,105,1514.29,0.0,False,False,False,4500,Ben-Ahin,Liege,0.0,5.1773498,50.5033196,8956840,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3416,159000,1874.0,2.0,105,1514.29,0.0,False,False,False,4500,Huy,Liege,0.0,5.2357453000000005,50.5215385,8956840,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3417,159000,1874.0,2.0,105,1514.29,0.0,False,False,False,4500,Tihange,Liege,0.0,5.259369,50.527586,8956840,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3418,175000,1935.0,2.0,120,1458.33,0.0,False,True,False,4500,Ben-Ahin,Liege,1.0,5.1773498,50.5033196,8988644,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3419,175000,1935.0,2.0,120,1458.33,0.0,False,True,False,4500,Huy,Liege,1.0,5.2357453000000005,50.5215385,8988644,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3420,175000,1935.0,2.0,120,1458.33,0.0,False,True,False,4500,Tihange,Liege,1.0,5.259369,50.527586,8988644,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3421,179500,1850.0,3.0,120,1495.83,0.0,False,True,False,4500,Ben-Ahin,Liege,1.0,5.1773498,50.5033196,8957322,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3422,179500,1850.0,3.0,120,1495.83,0.0,False,True,False,4500,Huy,Liege,1.0,5.2357453000000005,50.5215385,8957322,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3423,179500,1850.0,3.0,120,1495.83,0.0,False,True,False,4500,Tihange,Liege,1.0,5.259369,50.527586,8957322,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3424,220000,1850.0,3.0,120,1833.33,4.0,False,False,False,4500,Ben-Ahin,Liege,0.0,5.1773498,50.5033196,8966676,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3425,220000,1850.0,3.0,120,1833.33,4.0,False,False,False,4500,Huy,Liege,0.0,5.2357453000000005,50.5215385,8966676,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3426,220000,1850.0,3.0,120,1833.33,4.0,False,False,False,4500,Tihange,Liege,0.0,5.259369,50.527586,8966676,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3427,249000,1920.0,5.0,177,1406.78,1.0,False,True,False,4500,Ben-Ahin,Liege,1.0,5.1773498,50.5033196,9006943,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3428,249000,1920.0,5.0,177,1406.78,1.0,False,True,False,4500,Huy,Liege,1.0,5.2357453000000005,50.5215385,9006943,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3429,249000,1920.0,5.0,177,1406.78,1.0,False,True,False,4500,Tihange,Liege,1.0,5.259369,50.527586,9006943,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3430,249000,1850.0,3.0,162,1537.04,2.0,True,True,False,4500,Ben-Ahin,Liege,0.0,5.1773498,50.5033196,8901573,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3431,249000,1850.0,3.0,162,1537.04,2.0,True,True,False,4500,Huy,Liege,0.0,5.2357453000000005,50.5215385,8901573,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3432,249000,1850.0,3.0,162,1537.04,2.0,True,True,False,4500,Tihange,Liege,0.0,5.259369,50.527586,8901573,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3433,249000,2018.0,4.0,205,1214.63,0.0,False,True,False,4500,Ben-Ahin,Liege,1.0,5.1773498,50.5033196,8879647,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3434,249000,2018.0,4.0,205,1214.63,0.0,False,True,False,4500,Huy,Liege,1.0,5.2357453000000005,50.5215385,8879647,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3435,249000,2018.0,4.0,205,1214.63,0.0,False,True,False,4500,Tihange,Liege,1.0,5.259369,50.527586,8879647,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3436,265000,1935.0,2.0,120,2208.33,0.0,False,True,False,4500,Ben-Ahin,Liege,1.0,5.1773498,50.5033196,8991019,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3437,265000,1935.0,2.0,120,2208.33,0.0,False,True,False,4500,Huy,Liege,1.0,5.2357453000000005,50.5215385,8991019,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3438,265000,1935.0,2.0,120,2208.33,0.0,False,True,False,4500,Tihange,Liege,1.0,5.259369,50.527586,8991019,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3439,270000,1975.0,7.0,200,1350.0,3.0,False,False,False,4500,Ben-Ahin,Liege,2.0,5.1773498,50.5033196,8908134,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3440,270000,1975.0,7.0,200,1350.0,3.0,False,False,False,4500,Huy,Liege,2.0,5.2357453000000005,50.5215385,8908134,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3441,270000,1975.0,7.0,200,1350.0,3.0,False,False,False,4500,Tihange,Liege,2.0,5.259369,50.527586,8908134,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3442,340000,1900.0,2.0,330,1030.3,0.0,False,False,False,4500,Ben-Ahin,Liege,0.0,5.1773498,50.5033196,8978970,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3443,340000,1900.0,2.0,330,1030.3,0.0,False,False,False,4500,Huy,Liege,0.0,5.2357453000000005,50.5215385,8978970,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3444,340000,1900.0,2.0,330,1030.3,0.0,False,False,False,4500,Tihange,Liege,0.0,5.259369,50.527586,8978970,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3445,375000,1955.0,5.0,225,1666.67,4.0,False,True,False,4500,Ben-Ahin,Liege,0.0,5.1773498,50.5033196,9013226,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3446,375000,1955.0,5.0,225,1666.67,4.0,False,True,False,4500,Huy,Liege,0.0,5.2357453000000005,50.5215385,9013226,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3447,375000,1955.0,5.0,225,1666.67,4.0,False,True,False,4500,Tihange,Liege,0.0,5.259369,50.527586,9013226,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3448,349000,1963.0,3.0,165,2115.15,2.0,False,True,False,4500,Ben-Ahin,Liege,1.0,5.1773498,50.5033196,8931527,immobilière bertrand huy,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3449,349000,1963.0,3.0,165,2115.15,2.0,False,True,False,4500,Huy,Liege,1.0,5.2357453000000005,50.5215385,8931527,immobilière bertrand huy,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3450,349000,1963.0,3.0,165,2115.15,2.0,False,True,False,4500,Tihange,Liege,1.0,5.259369,50.527586,8931527,immobilière bertrand huy,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3451,135000,1918.0,4.0,160,843.75,0.0,False,True,False,4500,Ben-Ahin,Liege,0.0,5.1773498,50.5033196,8927570,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3452,135000,1918.0,4.0,160,843.75,0.0,False,True,False,4500,Huy,Liege,0.0,5.2357453000000005,50.5215385,8927570,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3453,135000,1918.0,4.0,160,843.75,0.0,False,True,False,4500,Tihange,Liege,0.0,5.259369,50.527586,8927570,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3454,185000,1950.0,2.0,100,1850.0,0.0,True,True,False,4500,Ben-Ahin,Liege,0.0,5.1773498,50.5033196,8891331,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3455,185000,1950.0,2.0,100,1850.0,0.0,True,True,False,4500,Huy,Liege,0.0,5.2357453000000005,50.5215385,8891331,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3456,185000,1950.0,2.0,100,1850.0,0.0,True,True,False,4500,Tihange,Liege,0.0,5.259369,50.527586,8891331,label immo sprl,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3457,185000,1850.0,2.0,350,528.57,0.0,False,True,False,4500,Ben-Ahin,Liege,0.0,5.1773498,50.5033196,8900691,trevi rasquain,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3458,185000,1850.0,2.0,350,528.57,0.0,False,True,False,4500,Huy,Liege,0.0,5.2357453000000005,50.5215385,8900691,trevi rasquain,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3459,185000,1850.0,2.0,350,528.57,0.0,False,True,False,4500,Tihange,Liege,0.0,5.259369,50.527586,8900691,trevi rasquain,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3460,185000,1850.0,2.0,350,528.57,0.0,False,True,False,4500,Ben-Ahin,Liege,0.0,5.1773498,50.5033196,8900690,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3461,185000,1850.0,2.0,350,528.57,0.0,False,True,False,4500,Huy,Liege,0.0,5.2357453000000005,50.5215385,8900690,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3462,185000,1850.0,2.0,350,528.57,0.0,False,True,False,4500,Tihange,Liege,0.0,5.259369,50.527586,8900690,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3463,275000,1973.0,3.0,125,2200.0,3.0,False,False,False,4500,Ben-Ahin,Liege,1.0,5.1773498,50.5033196,8918613,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3464,275000,1973.0,3.0,125,2200.0,3.0,False,False,False,4500,Huy,Liege,1.0,5.2357453000000005,50.5215385,8918613,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3465,275000,1973.0,3.0,125,2200.0,3.0,False,False,False,4500,Tihange,Liege,1.0,5.259369,50.527586,8918613,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3466,299000,1940.0,4.0,309,967.64,0.0,False,True,False,4500,Ben-Ahin,Liege,1.0,5.1773498,50.5033196,8821597,immobilière bertrand huy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3467,299000,1940.0,4.0,309,967.64,0.0,False,True,False,4500,Huy,Liege,1.0,5.2357453000000005,50.5215385,8821597,immobilière bertrand huy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3468,299000,1940.0,4.0,309,967.64,0.0,False,True,False,4500,Tihange,Liege,1.0,5.259369,50.527586,8821597,immobilière bertrand huy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3469,600000,1970.0,5.0,300,2000.0,0.0,False,False,False,4500,Ben-Ahin,Liege,2.0,5.1773498,50.5033196,9026963,trevi rasquain,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
